Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3
7dc4576e-76c0-4140-a8aa-0cb3f8f4ee5e,[],0.001896444002341,0,,3,False,,,False,1.282958283998596,,,1.218784274002246,5.0,6.736799696227536e-05,0.0407799149979837,,False,,,,
04aee299-913d-4f8d-8ee8-f8ddc5b0d78b,['!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)'],3.923964963003528,1,7dc4576e-76c0-4140-a8aa-0cb3f8f4ee5e,2,False,,,False,1.3665198710004915,,,1.28317868400336,9.0,6.842499715276062e-05,0.0319884739947156,,False,,,,
c7a3639b-ea0b-4b9f-9331-cee3ca4e8a60,['G(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1))'],3.923979485000018,1,7dc4576e-76c0-4140-a8aa-0cb3f8f4ee5e,3,False,,,False,1.2883978840036434,,,1.2707114539953182,5.0,5.3607000154443085e-05,0.032802868001454,,False,,,,
fe8da135-7b69-411a-83e3-59f9adbac5f1,['G(F(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)))'],3.92398704700463,1,7dc4576e-76c0-4140-a8aa-0cb3f8f4ee5e,3,False,,,False,1.3307519649970343,,,1.3098226840011191,5.0,5.939900438534096e-05,0.0335961449964088,,False,,,,
f880abde-9c9b-4a2f-a198-0cf2b1e99685,"['!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)', 'G(F(!(!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0)))']",7.940080929998658,2,04aee299-913d-4f8d-8ee8-f8ddc5b0d78b,3,False,,,False,1.3240051100001438,,,1.3323415080012635,5.0,5.8778998209163547e-05,0.0319031410035677,,False,,,,
fe3da3f0-aee9-4a8c-b4e3-169f21f1d4d8,"['!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)', 'G((!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0) -> X(!(!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0)))']",7.940099017003376,2,04aee299-913d-4f8d-8ee8-f8ddc5b0d78b,3,False,,,False,1.3488947610021569,,,1.203969201000291,5.0,6.069600203773007e-05,0.0324307359987869,,False,,,,
e444f33e-01f8-4382-a580-f7bba7026a92,"['!(!obstacle_0 & inputMoveMode_0 & !inputMoveMode_1 & button_0 & !inputMoveMode_2)', 'G(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1))']",11.942215338000096,2,c7a3639b-ea0b-4b9f-9331-cee3ca4e8a60,2,False,,,False,1.3425597689929418,,,1.3348182449990418,9.0,4.952100425725803e-05,0.0429112010024255,,False,,,,
ce178569-6e24-409b-82da-818355826397,"['G(!(!obstacle_0 & inputMoveMode_0 & !inputMoveMode_1 & button_0 & !inputMoveMode_2))', 'G(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1))']",11.942226921004476,2,c7a3639b-ea0b-4b9f-9331-cee3ca4e8a60,3,False,,,False,1.2536981049997848,,,1.3650577279986464,5.0,5.928500468144193e-05,0.0326113010014523,,False,,,,
2c57ffde-e668-4471-9ef6-88a7e25d11ce,"['G(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1))', 'G(F(!(!obstacle_0 & inputMoveMode_0 & !inputMoveMode_1 & button_0 & !inputMoveMode_2)))']",11.942232774999866,2,c7a3639b-ea0b-4b9f-9331-cee3ca4e8a60,3,False,,,False,1.348367007994966,,,1.3459338290049343,5.0,5.538299592444673e-05,0.0317361599954892,,False,,,,
69e689b0-8242-43d2-aceb-54790a045218,"['G(!(button_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1 & inputMoveMode_0))', 'G(F(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)))']",16.03457182200509,2,fe8da135-7b69-411a-83e3-59f9adbac5f1,3,False,,,False,1.3395833329996094,,,1.2815030079946157,5.0,8.414199692197144e-05,0.0308025550039019,,False,,,,
eab1f4ed-d6bf-4efc-a03b-20dbcec4425a,"['G(F(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)))', 'G(F(!(button_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1 & inputMoveMode_0)))']",16.034585241999594,2,fe8da135-7b69-411a-83e3-59f9adbac5f1,1,False,,,False,1.287311268002668,,,1.299663750003674,25.0,7.122199895093217e-05,0.0302289699975517,,False,,,,
f0e3f062-f8a0-47aa-8ab3-7a75b6818dc7,"['!(button_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1 & inputMoveMode_0)', 'G(F(!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)))']",16.0345899189997,2,fe8da135-7b69-411a-83e3-59f9adbac5f1,2,False,,,False,1.2991891900019257,,,1.3349326379975537,9.0,5.170599615667015e-05,0.0402710109992767,,False,,,,
d904a574-245c-4d6d-92f7-96f4ee674bd7,"['!(!obstacle_0 & inputMoveMode_0 & !inputMoveMode_1 & button_0 & !inputMoveMode_2)', '!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)', 'G(F(!(!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0)))']",20.11670375199901,3,f880abde-9c9b-4a2f-a198-0cf2b1e99685,2,False,,,False,1.3242329890053952,,,1.3854463910029151,9.0,7.481900684069842e-05,0.0385725659944,,False,,,,
5f7c996e-4c7d-4af3-84bb-49d8f746651a,"['!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)', 'G(!(!obstacle_0 & inputMoveMode_0 & !inputMoveMode_1 & button_0 & !inputMoveMode_2))', 'G(F(!(!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0)))']",20.116717945005803,3,f880abde-9c9b-4a2f-a198-0cf2b1e99685,3,False,,,False,1.3386345999970215,,,1.301444579003146,5.0,5.901799886487424e-05,0.0296984219967271,,False,,,,
41087123-6554-469a-a970-fc5c2597395e,"['!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)', 'G(F(!(!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0)))', 'G(F(!(!obstacle_0 & inputMoveMode_0 & !inputMoveMode_1 & button_0 & !inputMoveMode_2)))']",20.116724006998997,3,f880abde-9c9b-4a2f-a198-0cf2b1e99685,1,False,,,False,1.2612658230063971,,,1.3229167640020023,25.0,7.434900180669501e-05,0.0294443929960834,,False,,,,
be09f70b-830b-4c93-9d42-2a1b6a0cdeb2,"['!(button_0 & !inputMoveMode_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1)', 'G(!(button_0 & !inputMoveMode_2 & !obstacle_0 & !inputMoveMode_1 & inputMoveMode_0))', 'G((!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0) -> X(!(!inputMoveMode_0 & button_0 & !inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0)))']",24.0547574480006,3,fe3da3f0-aee9-4a8c-b4e3-169f21f1d4d8,3,False,,,False,1.3233855409998796,,,1.279371930002526,5.0,6.38999990769662e-05,0.0309695980031392,,False,,,,
