Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3
1ac7f528-6bc3-4992-85d0-727399c878b1,[],0.0020276469986129,0,,4,False,,,False,1.3692399709980236,,,17.57720548799989,5130.0,6.109000241849571e-05,0.0742395199995371,,False,,,,
9b8300c7-4416-471d-908a-1ef0845ae9d1,['!(!bluetoothCmd_3)'],19.03258949299925,1,1ac7f528-6bc3-4992-85d0-727399c878b1,0,True,False,,False,1.368274090000341,1.3440958690007392,,,,,,,False,,,,
83ab98c2-89b0-4f47-8480-caccf7d1f529,['G(F(!(frontDistSense_0)))'],19.032602226001472,1,1ac7f528-6bc3-4992-85d0-727399c878b1,0,True,True,True,True,1.5002609419971122,1.353383613000915,1.434835394997208,,,,,,False,,,,
96c89db4-2eae-4fc7-aed4-d734f1aa3d17,['G((!bluetoothCmd_3) -> X(!(frontDistSense_0)))'],19.032606712000412,1,1ac7f528-6bc3-4992-85d0-727399c878b1,5,False,,,False,1.4332937129984202,,,10.127783077998174,6410.0,8.440300007350743e-05,0.0792564639996271,,False,,,,
3fd71260-6331-4f70-9789-1bcc068fe526,['G((frontDistSense_0) -> X(!(frontDistSense_0)))'],19.032610622998615,1,1ac7f528-6bc3-4992-85d0-727399c878b1,0,True,True,True,True,1.358676166000805,1.576555179002753,1.3869133299995156,,,,,,False,,,,
5e8e2751-f22b-401d-8ced-811969fc3647,"['G((!bluetoothCmd_1) -> X(!(frontDistSense_0)))', 'G((!bluetoothCmd_3) -> X(!(frontDistSense_0)))']",37.69308716999876,2,96c89db4-2eae-4fc7-aed4-d734f1aa3d17,5,False,,,False,1.3560331279986713,,,6.439163374998316,6410.0,6.94210029905662e-05,0.0829916319999028,,False,,,,
ff0a0b84-ea06-4a7d-b182-bcb2ec6f29bc,"['G((!bluetoothCmd_3) -> X(!(frontDistSense_0)))', 'G((frontDistSense_0) -> X(!(frontDistSense_0)))']",37.69310479200067,2,96c89db4-2eae-4fc7-aed4-d734f1aa3d17,0,True,True,True,True,1.3675876620000054,1.362965828000597,1.3011901659992873,,,,,,False,,,,
7ff3cfa8-34fe-436e-a535-2842226ca8c4,"['G((!bluetoothCmd_3) -> X(!(!bluetoothCmd_1)))', 'G((!bluetoothCmd_3) -> X(!(frontDistSense_0)))']",37.693111346998194,2,96c89db4-2eae-4fc7-aed4-d734f1aa3d17,5,False,,,False,1.313632608998887,,,9.969373255000392,6411.0,9.6314000984421e-05,0.1072735630004899,,False,,,,
5d26df37-a06c-4762-a89f-72b3ce930146,"['!(!bluetoothCmd_3)', 'G((!bluetoothCmd_3) -> X(!(frontDistSense_0)))']",37.69311683499837,2,96c89db4-2eae-4fc7-aed4-d734f1aa3d17,0,True,False,,False,1.317991952997545,1.3430316869998933,,,,,,,False,,,,
12d8ffac-6e6c-42fe-8971-b3ecd30f38e1,"['G((!bluetoothCmd_3) -> X(!(frontDistSense_0)))', 'G(F(!(frontDistSense_0)))']",37.69312263399843,2,96c89db4-2eae-4fc7-aed4-d734f1aa3d17,0,True,True,True,True,1.3994821199994476,1.5181845570004953,1.3482343680007034,,,,,,False,,,,
