Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3
c2dff459-11e4-4ddf-a7a1-84bc4198b263,[],0.0020852980014751,0,,3,False,,,False,1.3237123330000031,,,1.3202083399992262,9.0,5.488000169862062e-05,0.0766627579978376,,False,,,,
7318e3d3-0c61-435e-a808-c0b77706dd24,['G(!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0)))'],2.732721610002045,1,c2dff459-11e4-4ddf-a7a1-84bc4198b263,3,False,,,False,1.2807249930010585,,,1.3232850649983448,9.0,4.61490017187316e-05,0.1030868309971992,,False,,,,
33eecc10-e361-4533-b80f-1ad6cd2559ae,['G(F(!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & eNV_CONSTRAINT_0_respondsTo_responded & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))))'],2.732732822001708,1,c2dff459-11e4-4ddf-a7a1-84bc4198b263,1,False,,,False,1.257879941000283,,,1.3642315399993097,25.0,7.923600060166791e-05,0.0379071320021466,,True,,,,
b0e5d02d-5020-47be-82a3-01322935e243,['!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))'],2.732737164002174,1,c2dff459-11e4-4ddf-a7a1-84bc4198b263,2,False,,,False,1.228167304998351,,,1.2323608890001196,10.0,5.858599979546853e-05,0.0399371450002945,,False,,,,
cb57490c-8cda-4ad8-8629-cfa6dced6f38,"['!(!(!(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !bluetoothCmd_0) & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & distSense_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))', 'G(!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0)))']",5.454070853000303,2,7318e3d3-0c61-435e-a808-c0b77706dd24,0,True,False,,False,1.3392210919992067,1.286038610000105,,,,,,,False,,,,
6aa8afde-2db0-41f1-8279-0f932256f3aa,"['G(!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0)))', 'G(F(!(!(!(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !bluetoothCmd_0) & !bluetoothCmd_1 & !bluetoothCmd_2 & eNV_CONSTRAINT_0_respondsTo_responded & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & distSense_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))))']",5.454080963001616,2,7318e3d3-0c61-435e-a808-c0b77706dd24,1,False,,,False,1.213946746000147,,,1.3181709849995968,17.0,9.269800284528174e-05,0.0394814179999229,,True,,,,
f35e569b-36d6-4383-8ada-45d4a11fee81,"['G(!(!(!(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !bluetoothCmd_0) & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & distSense_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0)))', 'G(!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0)))']",5.454085782999755,2,7318e3d3-0c61-435e-a808-c0b77706dd24,0,True,False,,False,1.342555898001592,1.388299513997481,,,,,,,False,,,,
f51d0aae-7178-4dd4-bdae-12d9e7d05477,"['FALSE', 'G(F(!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & eNV_CONSTRAINT_0_respondsTo_responded & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))))']",8.121415811001498,2,33eecc10-e361-4533-b80f-1ad6cd2559ae,0,True,False,,False,1.236706491999939,1.292199834999337,,,,,,,True,,,,
3c03271b-024f-4040-9aaf-9881ca3ae4d2,"['!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))', 'G(F(!(!isReady & !bluetoothCmd_2 & !bluetoothCmd_1 & !bluetoothCmd_0)))']",10.62915442600206,2,b0e5d02d-5020-47be-82a3-01322935e243,0,True,True,True,True,1.3279037229985988,1.275227147998521,1.3095623350018286,,,,,,False,,,,
0eec47b1-a622-4b78-a992-aee7f425395d,"['!(!distSense_0 & !bluetoothCmd_1 & !bluetoothCmd_2 & !isReady & !(bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0) & !bluetoothCmd_0 & !(!bluetoothCmd_2 & bluetoothCmd_1 & bluetoothCmd_0))', 'G((!isReady & !bluetoothCmd_2 & !bluetoothCmd_1 & !bluetoothCmd_0) -> X(!(!isReady & !bluetoothCmd_2 & !bluetoothCmd_1 & !bluetoothCmd_0)))']",10.629168408002442,2,b0e5d02d-5020-47be-82a3-01322935e243,0,True,True,True,True,1.3554190210015804,1.2650106130022325,1.303092376001587,,,,,,False,,,,
