Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
70cdde88-a6ca-4ead-b7c4-dd1aff4b6835,[],0.8546169269829988,0,0,0,N/A,2,True,False,N/A,N/A,False,0.10920757986605167,0.8412931400816888,N/A,N/A,0.6173879550769925,7,0.00011257105506956577,0.05431098700501025
bc089636-1878-4bbc-b4c0-754cb8a46033,['G(F(!(!hmaster1 & hbusreq3)))'],2.968990490073338,0.8531741448678076,1.6196552489418536,1,70cdde88-a6ca-4ead-b7c4-dd1aff4b6835,4,True,False,N/A,N/A,False,0.1168937711045146,0.6392295490950346,N/A,N/A,0.9480047151446342,13,8.656084537506104e-05,0.04672815999947488
e8b7bf5e-52fb-41ba-be6e-dd295d2715d7,['G((!hmaster1 & hbusreq3) -> X(!(hbusreq3)))'],4.10018328204751,0.8531970318872482,3.346409165998921,1,70cdde88-a6ca-4ead-b7c4-dd1aff4b6835,3,True,False,N/A,N/A,False,0.13117350288666785,0.2406775001436472,N/A,N/A,0.5031097449827939,7,8.88120848685503e-05,0.044665735913440585
6d06342a-40b9-4153-b1b0-a13200ca9355,"['G((hmaster0 & hbusreq2) -> X(!(hbusreq2)))', 'G(F(!(!hmaster1 & hbusreq3)))']",5.263017694931477,2.967599584022537,4.566352470079437,2,bc089636-1878-4bbc-b4c0-754cb8a46033,5,True,False,N/A,N/A,False,0.11573625798337162,0.34438846982084215,N/A,N/A,0.2996695728506893,5,0.00023849005810916424,0.060466108145192266
dd58a603-8f3e-40dc-8ba3-fcdce54f4e25,"['G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))', 'G(F(!(!hmaster1 & hbusreq3)))']",7.919479322852567,2.9676153210457414,6.500959512079135,2,bc089636-1878-4bbc-b4c0-754cb8a46033,3,True,False,N/A,N/A,False,0.12298965989612043,1.1076646009460092,N/A,N/A,0.9903596478980035,13,9.009498171508312e-05,0.04403982311487198
0ef79ced-061f-417b-863f-bb1222164d6c,"['G(F(!(!hmaster1 & hbusreq3)))', 'G(F(!(hmaster0 & hbusreq2) & !(hbusreq2 & !hmaster1) & !(!hmaster1 & hbusreq2)))']",9.431075908010826,2.9676243579015136,8.474228308070451,2,bc089636-1878-4bbc-b4c0-754cb8a46033,0,True,False,N/A,N/A,False,0.10289451410062611,0.4461624331306666,N/A,N/A,0.46283186483196914,7,5.329493433237076e-07,0.06362795899622142
d278ff36-2f9a-4722-a4f5-c6e11fded4d7,"['G((!hmaster1 & hbusreq2) -> X(!(hbusreq2)))', 'G(F(!(!hmaster1 & hbusreq3)))']",11.310707795899361,2.9676303800661117,9.944708484923467,2,bc089636-1878-4bbc-b4c0-754cb8a46033,2,True,False,N/A,N/A,False,0.11111952108331025,0.39580731908790767,N/A,N/A,1.0295764380134642,13,7.412792183458805e-05,0.0432517749723047
6cd2ffa9-6f3f-42c7-9021-d90ba2eaa00b,"['G((!hmaster1 & hbusreq3) -> X(!(hbusreq3)))', 'G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))']",12.421564470045269,4.098834592849016,11.707401390885934,2,e8b7bf5e-52fb-41ba-be6e-dd295d2715d7,3,True,False,N/A,N/A,False,0.14253937103785574,0.2490369020961225,N/A,N/A,0.5279782249126583,7,7.814588025212288e-05,0.0468821560498327
86c4fe04-2134-4d7e-b2c3-a93a5fdfe688,"['G((!hmaster1 & hbusreq3) -> X(!(hbusreq3)))', 'G(F(!(hbusreq2 & !hmaster1) & !(!hmaster1 & hbusreq2)))']",14.041984434938058,4.098852369002998,12.691127188969404,2,e8b7bf5e-52fb-41ba-be6e-dd295d2715d7,3,True,False,N/A,N/A,False,0.07526113884523511,0.18894397979602218,N/A,N/A,1.062284333165735,13,0.00012656999751925468,0.06490069790743291
012b93ab-6fff-48d8-b185-368a171c51ac,"['G((!hmaster1 & hbusreq2) -> X(!(hbusreq2)))', 'G((!hmaster1 & hbusreq3) -> X(!(hbusreq3)))']",15.210186807904392,4.098861588863656,14.381503843003884,2,e8b7bf5e-52fb-41ba-be6e-dd295d2715d7,2,True,False,N/A,N/A,False,0.11679370794445276,0.21652299584820867,N/A,N/A,0.533787630032748,7,8.261483162641525e-05,0.15237716189585626
