Id,UniqueRefinement,Runtime,IsSolution
909d8a3b-0e84-4104-8658-9a68717cd975,['G(c -> !v)'],208,True
24ecebe3-4f50-4872-9cf1-a7f60601ad74,['G(c -> !v)'],208,True
9adb658c-6d88-48f9-a700-a9d76e65147a,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",208,True
8bd1df3e-a6fb-409b-a2f3-16de3ab8f522,['G(F(!c -> g) & (c -> v))'],208,True
513c2540-9d9a-46a6-8fa7-b23aad9a1da3,['G(!c -> (X(c) -> g)) & (c -> (X(c) -> v))'],208,True
80027955-648b-451b-99ab-5b7484eec02c,['G(c -> !v)'],208,True
0a2cf1e4-ff36-4547-9d1f-28498eb509b6,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> (X(c) -> v))) & (r -> (!c -> (X(c) -> g)))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))) & (r -> (X(r) -> (c -> (X(c) -> v))))']",208,True
936433f1-b89d-419f-b6d9-3a15fb93a6d7,['G(c -> !v)'],208,True
cbd84816-5975-4c28-a453-3f8cfee596ea,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(r -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))', 'G(!r -> (X(!(r)) -> (c -> (X(!(c)) -> v))) & (X(r) -> (c -> (X(c) -> v)))) & (r -> (X(!(r)) -> (c -> (X(!(c)) -> (!g -> v)))) & (X(r) -> (c -> (X(c) -> (!g -> v)))))']",208,True
12947c02-b1cb-46de-8bd0-850c591991bb,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(r -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))', 'G(!r -> (!c -> (X(c) -> g))) & (r -> (c -> (X(c) -> v)))']",208,True
aba26bbe-60c2-4d41-b0c3-57ba7f0b2cc1,['G(c -> !v)'],208,True
c57dd591-f8bf-4280-bba0-18cd8febb2d8,"['G(!r -> (c -> !v))', 'G(r -> (X(!(r)) -> (c -> (X(!(c)) -> (!g -> v)))) & (X(r) -> (c -> (!g -> v))))']",208,True
9fe2fed0-1006-4fd8-98f6-d6b79abbf047,"['G(F(!r -> (!c -> g)) & (r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> !v))']",208,True
4ab128b7-4da1-4919-8502-02a56b268d6a,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",208,True
d891e54f-88f6-414a-9353-27ca1514aaa3,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",208,True
310bed35-bf58-4af4-8e66-5eb881f255f4,"['G(F(!r -> (!c -> g)) & (r -> (c -> v)))', 'G(!r -> (c -> !v))', 'G(r -> (X(r) -> (c -> (!g -> v))))']",208,True
73c3eb9d-fcc6-4bfc-9dd4-894f87dea8da,"['G(F(!r -> (!c -> g)) & (r -> (c -> v)))', 'G(!r -> (c -> !v))', 'G(r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",208,True
4f72e331-13e4-466c-b498-0a03a663d5f7,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",208,True
fe4079f6-ba5f-42c7-8524-5fc715bc11e5,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))', 'G(r -> (X(r) -> (c -> (!g -> v))))']",208,True
0a2fdb98-c522-4686-af89-6e1d171762f0,"['G(F(r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))']",208,True
54d03c64-a94e-4c25-9f67-2d41bd5c6f7b,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))', 'G(r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",208,True
c2d63832-fc52-4992-8246-ff01ad9ae416,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",208,True
