Id,UniqueRefinement,Runtime,IsSolution
5a1781d2-3954-4f2b-89db-7b2f88e74297,['G(c -> !v)'],204,True
eefeccdf-69a9-4f8e-983c-1926feab22c9,['G(c -> !v)'],204,True
52dcb455-b4f2-47b8-b625-f5cc9c57f3ae,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",204,True
6da550a1-8a64-4b11-a64c-19c1624c6410,['G(F(!c -> g) & (c -> v))'],204,True
20739e5e-23a9-49aa-ada7-d974c6ba3722,['G(!c -> (X(c) -> g)) & (c -> (X(c) -> v))'],204,True
756882cc-8efc-4c07-b157-0506b228c882,['G(c -> !v)'],204,True
da965612-c016-4b98-87f6-9b23813aa69d,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> (X(c) -> v))) & (r -> (!c -> (X(c) -> g)))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))) & (r -> (X(r) -> (c -> (X(c) -> v))))']",204,True
917fcc5f-4d79-444f-9d4c-8e06fb5ba4d0,['G(c -> !v)'],204,True
211f9d95-c715-4f79-934a-bb35858dd5c4,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(r -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))', 'G(!r -> (X(!(r)) -> (c -> (X(!(c)) -> v))) & (X(r) -> (c -> (X(c) -> v)))) & (r -> (X(!(r)) -> (c -> (X(!(c)) -> (!g -> v)))) & (X(r) -> (c -> (X(c) -> (!g -> v)))))']",204,True
b87203d9-a45d-4f75-a36b-834f3853def9,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(r -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))', 'G(!r -> (!c -> (X(c) -> g))) & (r -> (c -> (X(c) -> v)))']",204,True
ca9635cd-84e4-4688-bd83-0f96cf69b90b,['G(c -> !v)'],204,True
dfda896b-4b0e-47ab-b8d1-252077c06384,"['G(!r -> (c -> !v))', 'G(r -> (X(!(r)) -> (c -> (X(!(c)) -> (!g -> v)))) & (X(r) -> (c -> (!g -> v))))']",204,True
d56c7c39-50b1-4762-8ba6-76261cbe35fd,"['G(F(!r -> (!c -> g)) & (r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> !v))']",204,True
d46b2c3d-85ae-458c-a98b-b9e5e8789337,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",204,True
6d660935-fc22-4790-bc6e-1457cc9016a4,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",204,True
abe60d71-09dc-41f8-9df3-15e9c6dbc446,"['G(F(!r -> (!c -> g)) & (r -> (c -> v)))', 'G(!r -> (c -> !v))', 'G(r -> (X(r) -> (c -> (!g -> v))))']",204,True
0fa58ff5-bd42-4444-80e9-d76bd7292c7e,"['G(F(!r -> (!c -> g)) & (r -> (c -> v)))', 'G(!r -> (c -> !v))', 'G(r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",204,True
c1ce3c38-ea88-4eaf-96e9-4d3580a80a01,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",204,True
a2ef5a92-eafe-41fb-8d87-d3f69d8b9dfc,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))', 'G(r -> (X(r) -> (c -> (!g -> v))))']",204,True
89a3290e-dcf8-456c-8f92-41ecaa6777db,"['G(F(r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))']",204,True
8fb9ad30-2001-44fc-a840-7d32ff1ea76f,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))', 'G(r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",204,True
94f1b204-9e4c-4f55-aa78-8039eb259011,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",204,True
