Id,UniqueRefinement,Runtime,IsSolution
681097ee-5bfd-46d3-a2ae-71b92de68006,['G(c -> !v)'],234,True
df5f2d52-d80b-46db-8c36-83322798ad70,['G(c -> !v)'],234,True
af27fcd3-6956-47cf-adab-d987a13cb033,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",234,True
45d4dc4a-847d-4966-8471-250b4f9522ea,['G(F(!c -> g) & (c -> v))'],234,True
6dc4d489-e0c4-4113-b75a-4d64b1766a2e,['G(!c -> (X(c) -> g)) & (c -> (X(c) -> v))'],234,True
1a87b8b6-50bd-4919-b3b7-317b58718a5e,['G(c -> !v)'],234,True
5cecceda-a96a-45cc-97e6-fa005260d3ac,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> (X(c) -> v))) & (r -> (!c -> (X(c) -> g)))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))) & (r -> (X(r) -> (c -> (X(c) -> v))))']",234,True
7354c4c7-f9a3-407a-8e98-04488d7f73a6,['G(c -> !v)'],234,True
4b4fa7f7-2f69-4b14-a568-5f4bf6dd49c5,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(r -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))', 'G(!r -> (X(!(r)) -> (c -> (X(!(c)) -> v))) & (X(r) -> (c -> (X(c) -> v)))) & (r -> (X(!(r)) -> (c -> (X(!(c)) -> (!g -> v)))) & (X(r) -> (c -> (X(c) -> (!g -> v)))))']",234,True
a4311af3-571e-4853-8393-268759238b4d,"['G(F(!r -> (!c -> g) & (c -> v)))', 'G(r -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v)))', 'G(!r -> (!c -> (X(c) -> g))) & (r -> (c -> (X(c) -> v)))']",234,True
35c6cb3a-392d-4ee4-96b3-38be2febaf8a,['G(c -> !v)'],234,True
1fb6c063-3f6d-4393-ba2b-2e5b46dc9c35,"['G(!r -> (c -> !v))', 'G(r -> (X(!(r)) -> (c -> (X(!(c)) -> (!g -> v)))) & (X(r) -> (c -> (!g -> v))))']",234,True
be4c94cc-c993-4033-b51e-3f9133c6f1a4,"['G(F(!r -> (!c -> g)) & (r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> !v))']",234,True
00491748-e506-45d7-b23d-79f97fad45e1,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",234,True
646a3d37-f701-46a6-847f-d1ca74f5e96e,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",234,True
67a2cbce-6916-4109-826f-67d74fe64552,"['G(F(!r -> (!c -> g)) & (r -> (c -> v)))', 'G(!r -> (c -> !v))', 'G(r -> (X(r) -> (c -> (!g -> v))))']",234,True
98b6863c-c78a-4a63-8b2d-f3492608532f,"['G(F(!r -> (!c -> g)) & (r -> (c -> v)))', 'G(!r -> (c -> !v))', 'G(r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",234,True
0825339d-312b-4627-83ca-2882e8ae68a1,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",234,True
f77546e2-244c-4b68-a878-b7626ea458f8,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))', 'G(r -> (X(r) -> (c -> (!g -> v))))']",234,True
c24050c0-b1f3-41d7-abd8-5f42f53f443b,"['G(F(r -> (!c -> g) & (c -> v)))', 'G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))']",234,True
bb3fa3f7-a29d-425b-b397-ee549a1a5a1c,"['G(!r -> (c -> !v))', 'G(!r -> (X(r) -> (!c -> (X(c) -> g)))) & (r -> (X(r) -> (c -> (X(c) -> v))))', 'G(r -> (X(r) -> (!c -> (X(c) -> g)) & (c -> (X(c) -> v))))']",234,True
b3f4d208-e93a-4f8b-80e1-737b3208c63b,"['G(!r -> (c -> !v))', 'G(r -> (c -> !v))']",234,True
