Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables
458bed12-702d-4552-b03c-cd3c89f704cb,[],0.0020977520034648,0,,2,False,,False,1.6906325909658335,,3.840380550012924,29.0,0.0001097850035876,1.5792504320270382,0
276ef9f0-c196-46e1-a3e9-94b391e8ea16,['G(((ack_ver_0 | spec_dropping) & !ack_ver_0 & !ack_bot_0) -> X(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0)))'],7.1262513200053945,1,458bed12-702d-4552-b03c-cd3c89f704cb,2,False,,False,1.806509919988457,,4.9342275179806165,32.0,5.244999192655087e-05,1.6331551210023465,6
9ef06ed2-0631-443c-bbbd-40521ddb352d,['G(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0))'],7.126272760040592,1,458bed12-702d-4552-b03c-cd3c89f704cb,2,False,,False,1.667854675964918,,20.396831738995388,127.0,5.421100649982691e-05,1.8933059840346689,5
3fa8bfab-3191-4e6e-ac08-88e3ca70d1b4,"['G((!pREV_aux_6 & !ack_ver_0 & (ack_ver_0 | spec_dropping)) -> X(!(pREV_aux_9 & ack_bot_0 & ack_ver_0 & pREV_aux_8 & ack_hor_0)))', 'G(((ack_ver_0 | spec_dropping) & !ack_ver_0 & !ack_bot_0) -> X(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0)))']",15.512035897991154,2,276ef9f0-c196-46e1-a3e9-94b391e8ea16,2,False,,False,1.674502301029861,,20.590085848001763,127.0,7.328001083806157e-05,1.91938364203088,7
16580c7c-de21-4241-8494-ebdfd8a87b65,"['G(!(pREV_aux_9 & ack_bot_0 & ack_ver_0 & pREV_aux_8 & ack_hor_0))', 'G(((ack_ver_0 | spec_dropping) & !ack_ver_0 & !ack_bot_0) -> X(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0)))']",15.512051886995325,2,276ef9f0-c196-46e1-a3e9-94b391e8ea16,2,False,,False,1.6565295800101012,,20.184742412006017,127.0,7.252302020788193e-05,1.784297891019378,6
f59bee28-d41e-4789-96e3-fc3d1ab5de16,"['G(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0))', 'G((!sYS_CONSTRAINT_0_respondsTo_responded) -> X(!(!sYS_CONSTRAINT_0_respondsTo_responded)))']",39.47786343604093,2,9ef06ed2-0631-443c-bbbd-40521ddb352d,0,True,False,False,2.2539771430310798,1.887812968052458,,,,,6
8cf6d087-a9ac-44ea-b689-75cced377b97,"['G(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0))', 'G(F(!(!sYS_CONSTRAINT_0_respondsTo_responded)))']",39.477873539028224,2,9ef06ed2-0631-443c-bbbd-40521ddb352d,0,False,,False,2.3980823300080374,,58.12452936801128,325.0,6.41972292214632e-07,4.278383833006956,6
6b485ed6-3131-4f8a-aa8f-558b424f3463,"['G((!pREV_aux_6 & !ack_ver_0 & (ack_ver_0 | spec_dropping)) -> X(!(pREV_aux_9 & ack_bot_0 & ack_ver_0 & pREV_aux_8 & ack_hor_0)))', 'G((!sYS_CONSTRAINT_0_respondsTo_responded) -> X(!(!sYS_CONSTRAINT_0_respondsTo_responded)))', 'G(((ack_ver_0 | spec_dropping) & !ack_ver_0 & !ack_bot_0) -> X(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0)))']",63.6721016120282,3,3fa8bfab-3191-4e6e-ac08-88e3ca70d1b4,0,True,False,False,2.325612722022925,1.804662029026076,,,,,8
3eec73ee-ae5b-435e-b2d1-7030889d6620,"['G((!pREV_aux_6 & !ack_ver_0 & (ack_ver_0 | spec_dropping)) -> X(!(pREV_aux_9 & ack_bot_0 & ack_ver_0 & pREV_aux_8 & ack_hor_0)))', 'G(((ack_ver_0 | spec_dropping) & !ack_ver_0 & !ack_bot_0) -> X(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0)))', 'G(F(!(!sYS_CONSTRAINT_0_respondsTo_responded)))']",63.67211903003045,3,3fa8bfab-3191-4e6e-ac08-88e3ca70d1b4,5,False,,False,2.524147220014129,,56.771790599043015,325.0,6.889598444104195e-05,4.401256326003932,8
f829b3d7-1d47-46a2-9a03-6902c5fa968d,"['G(!(pREV_aux_9 & ack_bot_0 & ack_ver_0 & pREV_aux_8 & ack_hor_0))', 'G((!sYS_CONSTRAINT_0_respondsTo_responded) -> X(!(!sYS_CONSTRAINT_0_respondsTo_responded)))', 'G(((ack_ver_0 | spec_dropping) & !ack_ver_0 & !ack_bot_0) -> X(!(ack_hor_0 & pREV_aux_8 & pREV_aux_9 & ack_ver_0 & ack_bot_0)))']",87.30564053700073,3,16580c7c-de21-4241-8494-ebdfd8a87b65,0,True,False,False,2.147887053026352,1.9976047330419533,,,,,7
