Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
b711f315-5728-4518-b2bd-ebe40c2b2bf5,[],0.002358224999625236,0,N/A,3,False,N/A,N/A,False,1.1445411610038718,N/A,N/A,1.1557617030048277,193,4.931900184601545e-05,0.07167577999643981
1e1a17a0-de2c-46f7-b8a9-d207e71f1b3c,['G(!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0))'],3.602600357000483,1,b711f315-5728-4518-b2bd-ebe40c2b2bf5,3,False,N/A,N/A,False,1.2823158289975254,N/A,N/A,1.1503818679921096,194,6.151599518489093e-05,0.09349197598930914
b7f0d48a-6504-411c-845e-f3ad8ab25b21,['!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0)'],3.6026132789993426,1,b711f315-5728-4518-b2bd-ebe40c2b2bf5,2,False,N/A,N/A,False,1.1879854900034843,N/A,N/A,1.2965174520068103,194,6.155099254101515e-05,0.052824054000666365
25c34426-db3e-4e40-a129-78505a0a8235,['G(F(!((!(!spec_policy_1 & !spec_policy_0) | !parkResult_0) & !parkResult_0 & eNV_CONSTRAINT_1_respondsTo_responded & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0)))'],3.602617761003785,1,b711f315-5728-4518-b2bd-ebe40c2b2bf5,1,False,N/A,N/A,False,1.1555948619934497,N/A,N/A,1.1154956899990793,257,8.549599442631006e-05,0.04790538700763136
5b87dc48-5537-4825-88cc-59bc55d1731e,"['!(!obstacle_0 & sideSense_1 & !sideSense_0 & !(!sideSense_0 & !obstacle_0 & !sideSense_1 & !parkResult_0 & !(sideSense_1 & sideSense_0)) & !(sideSense_1 & sideSense_0) & !parkResult_0)', 'G(!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0))']",7.374491148002562,2,1e1a17a0-de2c-46f7-b8a9-d207e71f1b3c,0,False,N/A,N/A,False,1.2506858380074846,N/A,N/A,1.26243671499833,130,7.530034054070711e-07,0.061540208000224084
fcd54e13-154a-4cf3-824d-b39d553f109e,"['G(!(!obstacle_0 & sideSense_1 & !sideSense_0 & !(!sideSense_0 & !obstacle_0 & !sideSense_1 & !parkResult_0 & !(sideSense_1 & sideSense_0)) & !(sideSense_1 & sideSense_0) & !parkResult_0))', 'G(!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0))']",7.374505336993025,2,1e1a17a0-de2c-46f7-b8a9-d207e71f1b3c,0,False,N/A,N/A,False,1.177534287009621,N/A,N/A,1.2236299670039443,130,3.299937816336751e-07,0.1025894740014337
7d0a8dba-734f-4c67-8a91-185aec74dcc6,"['G(!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0))', 'G(F(!(!obstacle_0 & sideSense_1 & eNV_CONSTRAINT_1_respondsTo_responded & (!(!spec_policy_1 & !spec_policy_0) | !parkResult_0) & !sideSense_0 & !(!sideSense_0 & !obstacle_0 & !sideSense_1 & !parkResult_0 & !(sideSense_1 & sideSense_0)) & !(sideSense_1 & sideSense_0) & !parkResult_0)))']",7.37451034100377,2,1e1a17a0-de2c-46f7-b8a9-d207e71f1b3c,1,False,N/A,N/A,False,1.1222259220085107,N/A,N/A,1.124034983004094,258,7.04749982105568e-05,0.05067597700690385
8ee19d87-19a7-48c6-9c3f-8b5bcc0b1026,"['!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0)', '!(!parkResult_0 & sideSense_1 & !obstacle_0 & !sideSense_0)']",11.16658259399992,2,b7f0d48a-6504-411c-845e-f3ad8ab25b21,3,False,N/A,N/A,False,1.179660634996253,N/A,N/A,1.1929270469991025,130,5.852799222338945e-05,0.1242094160115812
57b2eac0-45a2-451f-b6f5-80e3338e7854,"['!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0)', 'G(!(!parkResult_0 & sideSense_1 & !obstacle_0 & !sideSense_0))']",11.166598748997785,2,b7f0d48a-6504-411c-845e-f3ad8ab25b21,3,False,N/A,N/A,False,1.0840177579957526,N/A,N/A,1.174684707992128,130,4.1983992559835315e-05,0.10965137800667435
27b2eb0a-d608-43b2-a92d-b1efb1b254a7,"['FALSE', 'G(F(!((!(!spec_policy_1 & !spec_policy_0) | !parkResult_0) & !parkResult_0 & eNV_CONSTRAINT_1_respondsTo_responded & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0)))']",14.79615316100535,2,25c34426-db3e-4e40-a129-78505a0a8235,0,True,False,N/A,False,1.148375988996122,1.1315329339995515,N/A,N/A,N/A,N/A,N/A
e9e5e711-0349-4155-90e7-ab526049d026,"['FALSE', 'G(!(!parkResult_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !obstacle_0 & !sideSense_0))', 'G(F(!(!obstacle_0 & sideSense_1 & eNV_CONSTRAINT_1_respondsTo_responded & (!(!spec_policy_1 & !spec_policy_0) | !parkResult_0) & !sideSense_0 & !(!sideSense_0 & !obstacle_0 & !sideSense_1 & !parkResult_0 & !(sideSense_1 & sideSense_0)) & !(sideSense_1 & sideSense_0) & !parkResult_0)))']",25.86451866599964,3,7d0a8dba-734f-4c67-8a91-185aec74dcc6,0,True,False,N/A,False,1.236202863001381,1.230144487999496,N/A,N/A,N/A,N/A,N/A
