Id;UniqueRefinement;NumVariables;Timestamp;Length;Parent;NumChildren;IsRealizable;IsSatisfiable;IsSolution;TimeRealizabilityCheck;TimeSatisfiabilityCheck;TimeCounterstrategy;CounterstrategyNumStates;TimeRefine;TimeGenerationMethod
7d28172d-f0d5-44ee-90b5-5e6850c6f46c;[];0;0.0034241920220665634;0;N/A;6;False;N/A;False;7.905530649004504;N/A;8.145207787980326;8;0.00025813101092353463;7.453794303990435;
c0da7473-40a4-4b62-b60e-5ab32adbb62c;['G((balancer_1 & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0) -> X(!(!isReady & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1)))'];7;23.529813428001944;1;7d28172d-f0d5-44ee-90b5-5e6850c6f46c;0;True;True;True;9.960006640001666;9.0930607910268;N/A;N/A;N/A;N/A;
bf08a1e8-c471-4239-a8ce-63a4c6c578ac;['G((!isReady & !bluetoothCmd_1 & !bluetoothCmd_0 & !bluetoothCmd_2) -> X(!(!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];6;23.529845612996724;1;7d28172d-f0d5-44ee-90b5-5e6850c6f46c;0;True;True;True;7.56260086997645;8.270208552014083;N/A;N/A;N/A;N/A;
2ec3ed27-c01b-49eb-abe3-aa5716dabbc3;['G((!isReady & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0) -> X(!(!isReady & !bluetoothCmd_1 & !bluetoothCmd_0 & !bluetoothCmd_2)))'];6;23.529862179013435;1;7d28172d-f0d5-44ee-90b5-5e6850c6f46c;0;False;N/A;False;7.779954900965095;N/A;8.019084019993898;12;N/A;N/A;
a6c8b69a-a345-464c-af09-87156b7c630c;['G(F(!(balancer_1 & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0) & !(!isReady & !bluetoothCmd_1 & !bluetoothCmd_0 & !bluetoothCmd_2) & !(!isReady & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) & !(!isReady & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];7;23.529883138020523;1;7d28172d-f0d5-44ee-90b5-5e6850c6f46c;1;False;N/A;False;6.685092585976236;N/A;7.401287586020771;9;8.980801794677973e-05;7.9197039129794575;
f8528d97-5c3d-4ca9-a0e8-2975218c32f9;['!(!isReady & !bluetoothCmd_1 & !bluetoothCmd_0 & !bluetoothCmd_2)'];4;23.529894965991843;1;7d28172d-f0d5-44ee-90b5-5e6850c6f46c;0;True;False;False;9.657777945976704;9.292073096963577;N/A;N/A;N/A;N/A;
bb751c63-8d11-4785-a6c4-e03ca9f814dc;['G((!isReady & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) -> X(!(!isReady & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];6;23.529909870994743;1;7d28172d-f0d5-44ee-90b5-5e6850c6f46c;5;False;N/A;False;9.038239993038587;N/A;9.913423803984188;12;0.00020083400886505842;8.2466281830566;
37c175f2-4aaf-4a44-a395-1d23bdaf7136;['FALSE', 'G(F(!(balancer_1 & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0) & !(!isReady & !bluetoothCmd_1 & !bluetoothCmd_0 & !bluetoothCmd_2) & !(!isReady & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) & !(!isReady & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];8;102.59844811604125;2;a6c8b69a-a345-464c-af09-87156b7c630c;0;True;False;False;9.756063352979254;9.375804740004241;N/A;N/A;N/A;N/A;
de842490-7234-47c6-b09f-0811aec5ac00;['G((!isReady & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) -> X(!(!isReady & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))', 'G((!isReady & !bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1) -> X(!(!bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1)))'];12;148.77958269102965;2;bb751c63-8d11-4785-a6c4-e03ca9f814dc;0;True;True;True;7.018011027015746;7.666823654028121;N/A;N/A;N/A;N/A;
dafa8397-cd65-4e8e-b5cb-3c79a1cd81ee;['G((!bluetoothCmd_0 & !isReady & !bluetoothCmd_2 & !bluetoothCmd_1) -> X(!(!bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1)))', 'G((!isReady & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) -> X(!(!isReady & !bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];12;148.77962507103803;2;bb751c63-8d11-4785-a6c4-e03ca9f814dc;0;True;True;True;8.316343954007607;8.074280392029323;N/A;N/A;N/A;N/A;
