Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables
00a9d397-4393-42c7-b40d-5586b9f9d11f,[],0.0022618049988523,0,,4,False,,False,1.434704668004997,,4.170881233992986,29.0,5.108298500999808e-05,1.5486899560200982,0
a031a93c-50c4-4009-8917-1e585e5a592b,['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))'],7.167077224992681,1,00a9d397-4393-42c7-b40d-5586b9f9d11f,4,False,,False,1.556005981983617,,4.5702442980255,32.0,9.030400542542338e-05,1.5055209849961102,2
ae123c9c-aa9f-4911-8b1f-bab92099f868,['G((!horMot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))'],7.167087331996299,1,00a9d397-4393-42c7-b40d-5586b9f9d11f,1,False,,False,1.524003851984162,,4.137936576036736,29.0,3.213400486856699e-05,1.5080772109795362,3
48d53647-7140-403f-9bff-82abcc578c53,['G((!ack_hor_0 & !ack_bot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))'],7.16709165595239,1,00a9d397-4393-42c7-b40d-5586b9f9d11f,4,False,,False,1.5780699700117111,,4.48677546903491,32.0,6.142101483419538e-05,1.4992209489573725,2
c0d72fc1-b8d9-4581-8dc1-b8ed2eb5219d,['G(!(!ack_bot_0 & !ack_hor_0))'],7.167095400975086,1,00a9d397-4393-42c7-b40d-5586b9f9d11f,3,False,,False,1.410955806961283,,3.913240989961196,29.0,7.231096969917417e-05,1.4643923940020611,2
4a9a6746-bdf7-4b99-abb1-f08abb351cb3,"['G(!(!ack_hor_0))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))']",14.80738041899167,2,a031a93c-50c4-4009-8917-1e585e5a592b,0,True,False,False,1.5895993009908125,1.6507530969684012,,,,,2
1d086856-c338-4841-a316-232a089c7928,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0)))']",14.807398854987696,2,a031a93c-50c4-4009-8917-1e585e5a592b,3,False,,False,1.5844973079510964,,4.183805795037188,29.0,5.432800389826298e-05,1.586891840037424,2
80aac9ad-e912-410d-9b96-2addee3b9ee8,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_hor_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",14.807408585969824,2,a031a93c-50c4-4009-8917-1e585e5a592b,4,False,,False,1.5102643090067431,,3.810712551989127,29.0,7.160997483879328e-05,1.5131825570133517,2
00b3906d-2270-4515-abab-80875710d81e,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!horMot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",14.80741611198755,2,a031a93c-50c4-4009-8917-1e585e5a592b,6,False,,False,1.565834058041219,,4.498792583995964,32.0,0.0001208250178024,1.6566491050180048,3
866ee320-0bcf-42df-8b65-a1e664be08ed,"['G((!horMot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))', 'G(F(!(horMot_0)))']",21.98756784194848,2,ae123c9c-aa9f-4911-8b1f-bab92099f868,0,True,True,True,1.958936328010168,1.6445204939809628,,,,,3
00a5efdb-79ed-467e-8449-fb6978f17fd9,"['G(!(!ack_hor_0))', 'G((!ack_hor_0 & !ack_bot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",29.558636323956307,2,48d53647-7140-403f-9bff-82abcc578c53,0,True,False,False,1.5108300329884514,1.3418665070203133,,,,,2
4d26b418-15a7-4351-8db2-51ff58de6ee6,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0)))', 'G((!ack_hor_0 & !ack_bot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",29.558649268990848,2,48d53647-7140-403f-9bff-82abcc578c53,3,False,,False,1.6198972699930891,,4.067779373028316,29.0,5.66879753023386e-05,1.559262791997753,2
09dd29ca-4dd1-47cf-b8bb-7c505e5a03d9,"['G((!ack_hor_0 & !ack_bot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))', 'G((!ack_hor_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",29.55865401495248,2,48d53647-7140-403f-9bff-82abcc578c53,4,False,,False,1.569491158996243,,3.930767597979866,29.0,5.9301964938640594e-05,1.4786619020160288,2
fa995125-363a-4be1-8ce6-9cf7f91bfaa4,"['G((!ack_hor_0 & !ack_bot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))', 'G((!horMot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",29.55865791294491,2,48d53647-7140-403f-9bff-82abcc578c53,6,False,,False,1.5584963480359877,,4.405817040009424,32.0,9.4270973931998e-05,1.4251230839872733,3
6fa5bed2-1aff-48c4-8dbd-21320bd4fe64,"['G(!(!ack_bot_0 & !ack_hor_0))', 'G(!(!ack_hor_0))']",36.35461424395908,2,c0d72fc1-b8d9-4581-8dc1-b8ed2eb5219d,0,True,False,False,1.5676717219757847,1.2654404559871182,,,,,2
782d5e00-1bc6-4a50-9c48-8214b12ea00f,"['G(!(!ack_bot_0 & !ack_hor_0))', 'G((!horMot_0) -> X(!(!ack_hor_0)))']",36.35463225399144,2,c0d72fc1-b8d9-4581-8dc1-b8ed2eb5219d,0,True,False,False,1.5320769230020232,1.5894287549890578,,,,,3
71e37114-65cb-47e2-b76d-98b2bd93e86a,"['G(!(!ack_bot_0 & !ack_hor_0))', 'G((!ack_hor_0) -> X(!(!ack_hor_0)))']",36.35463964997325,2,c0d72fc1-b8d9-4581-8dc1-b8ed2eb5219d,0,True,True,True,1.5979844690300524,1.6789173650322482,,,,,2
2331a616-dd7d-4d2b-a5d4-2308ea448412,"['G(!(!ack_hor_0))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0)))']",46.96630194794852,3,1d086856-c338-4841-a316-232a089c7928,0,True,False,False,1.5546558399801145,1.589782218972687,,,,,2
f4d422c7-7e38-4d91-9302-a9a592fe1f25,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0)))', 'G((!horMot_0) -> X(!(!ack_hor_0)))']",46.96631625597365,3,1d086856-c338-4841-a316-232a089c7928,0,True,False,False,1.54079591401387,1.5952285070088692,,,,,3
a05ea279-a495-4f65-866a-773588eb561c,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0)))', 'G((!ack_hor_0) -> X(!(!ack_hor_0)))']",46.96632139495341,3,1d086856-c338-4841-a316-232a089c7928,0,True,True,True,1.5628922750474885,1.593937161960639,,,,,2
e7c503f4-010f-491e-a98a-7640238e26ea,"['G(!(!ack_hor_0))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_hor_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",53.80878396495245,3,80aac9ad-e912-410d-9b96-2addee3b9ee8,0,True,False,False,1.6188375799683854,1.6399445749702863,,,,,2
70797f7e-12af-46ac-865d-8cfa6e3fcfa8,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0)))', 'G((!ack_hor_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",53.80880676599918,3,80aac9ad-e912-410d-9b96-2addee3b9ee8,3,False,,False,1.593849314027466,,4.082039017986972,29.0,8.192501263692975e-05,1.5749888460268266,2
81035fa8-225e-46e9-a8bb-ab3e119a15cb,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_hor_0) -> X(!(!ack_bot_0 & !ack_hor_0)))', 'G((!horMot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",53.808811878960114,3,80aac9ad-e912-410d-9b96-2addee3b9ee8,3,False,,False,1.5222034360049292,,3.940708969021216,29.0,7.564399857074022e-05,1.376710299984552,3
aa2ce838-a271-43ac-989d-fe28f8eb0453,"['G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!ack_hor_0) -> X(!(!ack_bot_0 & !ack_hor_0)))', 'G((!ack_hor_0) -> X(!(!ack_hor_0)))']",53.808815864962526,3,80aac9ad-e912-410d-9b96-2addee3b9ee8,0,True,True,True,1.529405408015009,1.5815218799980355,,,,,2
91c6fb49-7b18-411b-b24f-5b5a4ac09d04,"['G(!(!ack_hor_0))', 'G((!ack_bot_0 & !ack_hor_0) -> X(!(!ack_hor_0 & !ack_bot_0)))', 'G((!horMot_0) -> X(!(!ack_bot_0 & !ack_hor_0)))']",61.53752546396572,3,00b3906d-2270-4515-abab-80875710d81e,0,True,False,False,1.4949997370131314,1.5579275169875473,,,,,3
