Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
457916e2-ab1c-49fe-8a28-c5388527b4c1,[],6.013390914071351,0,0,0,N/A,18,True,False,N/A,N/A,False,0.0644768150523305,0.4899692559847608,N/A,N/A,4.880064810975455,1224,0.00012767792213708162,0.22109440003987402
d3d8464c-8467-49b2-852c-98640247d648,['G((!hbusreq1 & !hburst1 & !hlock0 & !hlock1 & (!hlock1 | hbusreq1) & !hbusreq0 & hready & !hburst0) -> X(!((!hlock1 | hbusreq1) & !hburst0 & !hbusreq1 & !hbusreq0 & !hburst1 & !hready & !hlock1 & !hlock0)))'],10.925005368073471,6.01065324107185,6.249676694045775,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.05465375795029104,0.17598414700478315,N/A,N/A,3.6481034160824493,1225,2.4691689759492874e-07,0.18795948498882353
9e04d02a-9e92-4e22-8a71-092b9577e9e6,['G((hready & hgrant0 & hbusreq1 & !hbusreq0 & !stateG2 & decide & !hburst0 & !hburst1 & hlock1 & !hgrant1 & hlock0 & (!hlock1 | hbusreq1)) -> X(!(!hready & hlock1 & hlock0 & !hburst0 & (!hlock1 | hbusreq1) & hbusreq1 & !hburst1 & !hbusreq0)))'],16.029345691087656,6.010665261070244,11.19097368803341,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.06272933399304748,0.19728622899856418,N/A,N/A,3.746243883972056,1304,2.2898893803358078e-07,0.22875309200026095
0d2874be-1c9b-48c0-b2db-379a0792a996,['G((hgrant0 & !hlock1 & hbusreq1 & !hbusreq0 & (!hlock1 | hbusreq1) & !hburst0 & !hburst1 & !hlock0 & !decide & !hgrant1 & !hready & stateG2 & locked) -> X(!(!hlock1 & hready & !hlock0 & !hbusreq0 & hbusreq1 & (!hlock1 | hbusreq1) & !hburst1 & !hburst0)))'],20.775159153039567,6.010671957046725,16.262746668071486,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.05788683600258082,0.16756638698279858,N/A,N/A,3.518068562960252,1232,3.189779818058014e-07,0.17385693197138608
1809181b-51d3-493b-80df-d737d099f237,['G((hbusreq0 & hbusreq1 & locked & !hgrant1 & hgrant0 & !hburst0 & !stateA1 & (!hlock1 | hbusreq1) & !hready & !decide & !hlock0 & !hburst1 & !hlock1) -> X(!(!hready & hbusreq1 & (!hlock1 | hbusreq1) & !hburst1 & !hburst0 & hbusreq0 & !hlock1 & !hlock0)))'],25.348130577011034,6.010682800086215,21.029666773043573,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,1,True,False,N/A,N/A,False,0.04988026502542198,0.16036189091391861,N/A,N/A,3.488737926003523,1224,9.553204290568829e-05,0.05331295705400407
45e40a62-ae78-4ee9-ad3e-983ce20ae8b2,['G((hbusreq1 & !hlock1 & hgrant0 & decide & !hburst0 & locked & (!hlock1 | hbusreq1) & !hready & !hlock0 & !hburst1 & !hbusreq0 & !hgrant1) -> X(!(!hburst0 & !hready & !hlock0 & hbusreq0 & !hlock1 & hbusreq1 & !hburst1 & (!hlock1 | hbusreq1))))'],30.223944370052777,6.010688455076888,25.55161740106996,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.05391672998666763,0.14396578597370535,N/A,N/A,3.624490262940526,1256,2.1792948246002197e-07,0.26377690001390874
35e71996-38cf-4265-84b6-7ce97b9d8c64,['G((!hburst1 & !hbusreq0 & !hlock0 & (!hlock1 | hbusreq1) & !hready & !hbusreq1 & !hlock1 & !hburst0) -> X(!(!hburst1 & hbusreq1 & (!hlock1 | hbusreq1) & !hready & !hlock0 & !hlock1 & !hbusreq0 & !hburst0)))'],35.10265687503852,6.0106933790957555,30.439747738069855,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,1,True,False,N/A,N/A,False,0.043130410951562226,0.16706168896052986,N/A,N/A,3.819344336981885,1288,8.831499144434929e-05,0.05456937896087766
7e793f82-dd37-4d08-9101-319304317e5b,['G((!hready & (!hlock1 | hbusreq1) & !hgrant1 & !hbusreq0 & hlock1 & hgrant0 & locked & hbusreq1 & !decide & !stateG2 & !hburst0 & !hburst1 & hlock0) -> X(!(hready & hbusreq1 & !hbusreq0 & !hburst0 & !hburst1 & hlock1 & hlock0 & (!hlock1 | hbusreq1))))'],40.35274688899517,6.0106981040444225,35.33094274706673,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.0562679449794814,0.16656641103327274,N/A,N/A,3.653417880064808,1272,2.2898893803358078e-07,0.5963148429291323
1a7f95d1-e1c5-47b1-8306-e419572cdf91,['G((hlock0 & !hgrant1 & !stateA1 & hlock1 & !hburst0 & (!hlock1 | hbusreq1) & !hbusreq0 & decide & locked & hgrant0 & hbusreq1 & stateG2 & !hburst1 & !hready) -> X(!(!hready & (!hlock1 | hbusreq1) & !hbusreq0 & hlock1 & hbusreq1 & !hburst0 & !hburst1 & hlock0)))'],45.17417892499361,6.010702955070883,40.70450439106207,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,1,True,False,N/A,N/A,False,0.11399961600545794,0.23188023502007127,N/A,N/A,3.6547606230014935,1264,9.2137954197824e-05,0.0529273230349645
42b35a68-132a-488e-a973-e2222edf9d18,['G((!hburst1 & (!hlock1 | hbusreq1) & hgrant0 & !hburst0 & !hgrant1 & stateA1 & hbusreq0 & hbusreq1 & !decide & locked & !hlock0 & hready & !hlock1) -> X(!(hbusreq0 & hbusreq1 & !hburst0 & (!hlock1 | hbusreq1) & !hready & !hlock0 & !hburst1 & !hlock1)))'],49.9372660900699,6.010707768029533,45.39064267498907,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.04142730706371367,0.16927027597557753,N/A,N/A,3.6026880650315434,1228,2.220040187239647e-07,0.1904710759408772
3763e225-2238-4f74-bca9-fb8891d89721,['G((!hburst0 & hbusreq1 & hbusreq0 & !hgrant1 & !stateA1 & hgrant0 & !hlock0 & hready & (!hlock1 | hbusreq1) & !hburst1 & !hlock1 & locked & decide) -> X(!(!hlock1 & !hlock0 & !hburst0 & hbusreq1 & !hready & !hburst1 & (!hlock1 | hbusreq1) & hbusreq0)))'],54.93170469906181,6.010712870047428,50.13092857506126,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.04565454204566777,0.14232114993501455,N/A,N/A,3.6597805590135977,1288,2.580927684903145e-07,0.36729056597687304
c7f93957-9033-4829-8612-d2b6dfa069de,['G((!hready & hlock1 & hlock0 & !hburst0 & locked & !decide & !stateG2 & (!hlock1 | hbusreq1) & hbusreq1 & !hgrant0 & start & !hburst1 & !hbusreq0 & !hgrant1) -> X(!(!hbusreq1 & !hburst1 & !hlock0 & !hlock1 & (!hlock1 | hbusreq1) & !hbusreq0 & hready & !hburst0)))'],59.75165981904138,6.010722622042522,55.14334525808226,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.02999104803893715,0.13492062804289162,N/A,N/A,3.5485758719732985,1228,2.330634742975235e-07,0.2554634949192405
05513d37-be2b-4663-8647-cec6b9d5e849,['G((!hlock1 & hgrant0 & !hlock0 & !hburst0 & hbusreq1 & stateA1 & !decide & !hready & !hgrant1 & !hburst1 & locked & (!hlock1 | hbusreq1) & hbusreq0) -> X(!(hlock0 & hlock1 & !hburst0 & (!hlock1 | hbusreq1) & !hbusreq0 & hbusreq1 & !hburst1 & !hready)))'],65.04985230509192,6.010727440007031,59.93378562305588,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.05113620008341968,0.1251303890021518,N/A,N/A,3.9195384070044383,1300,2.6694033294916153e-07,0.4412223659455776
1033a796-57be-4c2d-a8a6-cf3c55a7ec56,['G((!hburst0 & hgrant0 & !hgrant1 & !hready & !hlock0 & locked & !decide & hbusreq0 & !hlock1 & hbusreq1 & !hburst1 & (!hlock1 | hbusreq1)) -> X(!(!hburst1 & (!hlock1 | hbusreq1) & !hburst0 & hbusreq0 & hbusreq1 & !hlock0 & hready & !hlock1)))'],69.7848154240055,6.010732140042819,65.27772361901589,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,1,True,False,N/A,N/A,False,0.041010958957485855,0.18103100697044283,N/A,N/A,3.70752424094826,1268,0.00020024599507451057,0.05968619103077799
fc64bc75-0784-4df5-93bf-8b0f31e4f80f,['G((!hburst1 & hbusreq1 & (!hlock1 | hbusreq1) & !hgrant0 & decide & !hready & !hlock0 & !stateG2 & locked & !hgrant1 & !hlock1 & !hbusreq0 & !hburst0) -> X(!(!hlock1 & hbusreq1 & !hbusreq0 & (!hlock1 | hbusreq1) & !hburst0 & !hburst1 & !hlock0 & !hready)))'],75.25038537406363,6.010736858006567,70.01086503604893,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.0625542770139873,0.15697236906271428,N/A,N/A,4.104751123930328,1310,2.5902409106492996e-07,0.357957424945198
f902e1c3-1a25-4355-9d78-49583bb0f582,['G((decide & hgrant0 & !hready & hbusreq1 & (!hlock1 | hbusreq1) & !hgrant1 & !hburst1 & !hburst0 & hbusreq0 & locked & !hlock1 & !hlock0) -> X(!(!hburst0 & hbusreq1 & hbusreq0 & !hlock0 & hready & (!hlock1 | hbusreq1) & !hburst1 & !hlock1)))'],80.07576918706764,6.010741551988758,75.43053553404752,1,457916e2-ab1c-49fe-8a28-c5388527b4c1,0,True,False,N/A,N/A,False,0.041649313061498106,0.13242639298550785,N/A,N/A,3.6492804139852524,1288,1.969747245311737e-07,0.19509354897309095
