Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
798412b3-3f44-49a0-aac2-cfd09fde2a8d,[],0.002572673955000937,0,N/A,3,False,N/A,False,1.1966793710598722,N/A,1.4380374409956858,16,3.957096487283707e-05,1.1015557399950922
da0d899a-bc12-4c88-b81b-cd2a7b8a48d0,['G((!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) -> X(!(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))'],3.7528226409340277,1,798412b3-3f44-49a0-aac2-cfd09fde2a8d,3,False,N/A,False,1.1853970061056316,N/A,1.354422090924345,20,9.575695730745792e-05,1.107176690013148
826ae6c3-423e-4754-9b50-abdd209153d7,['G(F(!(!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) & !(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))'],3.75283110095188,1,798412b3-3f44-49a0-aac2-cfd09fde2a8d,1,False,N/A,False,1.3440497640985996,N/A,1.3389020299073309,16,4.838709719479084e-05,1.0683954569976777
cd16439d-26c0-454c-a253-f55c20444bd8,['G((!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1) -> X(!(!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0)))'],3.7528355879476294,1,798412b3-3f44-49a0-aac2-cfd09fde2a8d,3,False,N/A,False,1.2331212100107223,N/A,1.2618934400379658,20,0.00013406097423285246,1.1664674140047282
392d9fe8-3d8f-4757-a823-beedae3d99ef,"['G((!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) -> X(!(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))', 'G((!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0) -> X(!(!inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1 & !button_0)))']",7.407401466974989,2,da0d899a-bc12-4c88-b81b-cd2a7b8a48d0,3,False,N/A,False,1.1875214430037886,N/A,1.3052673049969599,8,0.0001268349587917328,1.1319695089478046
b9de0d75-898d-4b6c-83fe-f4ed3ac3c984,"['G((!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) -> X(!(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))', 'G((!inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1 & !button_0) -> X(!(!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0)))']",7.407431388972327,2,da0d899a-bc12-4c88-b81b-cd2a7b8a48d0,3,False,N/A,False,1.1979224249953404,N/A,1.3225889300229028,20,6.396707613021135e-05,1.0507744350470603
81ec4ee3-7ecb-4792-8464-67ad90514949,"['G((!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) -> X(!(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))', 'G(F(!(!inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1 & !button_0) & !(!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0)))']",7.407444293959998,2,da0d899a-bc12-4c88-b81b-cd2a7b8a48d0,1,False,N/A,False,1.2530110230436549,N/A,1.3365072599845007,20,6.108498200774193e-05,1.1615533330477774
22026026-3c7f-4e11-af5e-647d0a9ca506,"['FALSE', 'G(F(!(!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) & !(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))']",11.168290251982398,2,826ae6c3-423e-4754-9b50-abdd209153d7,0,True,False,False,1.2449532359605655,1.1547828799812123,N/A,N/A,N/A,N/A
4f163b6e-dc86-46a2-a8ba-1ddae2f47510,"['G((!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1) -> X(!(!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0)))', 'G((!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0) -> X(!(!button_0 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1)))']",14.837239857995883,2,cd16439d-26c0-454c-a253-f55c20444bd8,2,False,N/A,False,1.3311200710013509,N/A,1.1988535869168118,8,3.8468046113848686e-05,1.1519250830169767
bf4bb772-072f-4269-a169-7e92dd0900e3,"['G((!button_0 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1) -> X(!(!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0)))', 'G((!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1) -> X(!(!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0)))']",14.837278718012385,2,cd16439d-26c0-454c-a253-f55c20444bd8,3,False,N/A,False,1.258613878977485,N/A,1.3965612299507484,20,0.0001171409385278821,1.2896790020167828
1a96512f-6d85-45f6-a34e-5fa3811ba20f,"['G((!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1) -> X(!(!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0)))', 'G(F(!(!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0) & !(!button_0 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1)))']",14.837292277021334,2,cd16439d-26c0-454c-a253-f55c20444bd8,1,False,N/A,False,1.2784359720535576,N/A,1.3215496280463412,20,5.48800453543663e-05,1.1399282689671963
c4608688-cc1c-45d0-b05f-ca6a59df2cb9,"['G((!button_0 & !inputMoveMode_0 & !inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_1 & !obstacle_0) -> X(!(!inputMoveMode_0 & pREV_aux_1 & !obstacle_0 & !button_0 & !inputMoveMode_2 & !inputMoveMode_1)))', 'G((!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1 & !inputMoveMode_2 & button_0) -> X(!(!inputMoveMode_0 & !obstacle_0 & button_0 & !inputMoveMode_2 & !inputMoveMode_1)))', 'G((!inputMoveMode_1 & !inputMoveMode_0 & !inputMoveMode_2 & button_0 & !obstacle_0) -> X(!(!inputMoveMode_2 & pREV_aux_1 & !inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1 & !button_0)))']",18.472385425004177,3,392d9fe8-3d8f-4757-a823-beedae3d99ef,4,False,N/A,False,1.2529548249440268,N/A,1.4344631170388311,24,0.00013350998051464558,1.1100551430135965
