Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
5faa82cc-e217-40d5-8574-0e8dcd0556b5,[],0.002438939001876861,0,N/A,3,False,N/A,N/A,False,1.9762830849504098,N/A,N/A,2.1151150109944865,82,8.477299707010388e-05,0.11392491398146376
16b922f8-c92c-4e07-9fb8-cf83448ba47a,['!(!parkResult_0 & obstacle_0 & !sideSense_1 & !(sideSense_1 & sideSense_0) & !sideSense_0)'],4.221553829032928,1,5faa82cc-e217-40d5-8574-0e8dcd0556b5,1,False,N/A,N/A,False,1.9651592339505441,N/A,N/A,1.9960442919982597,147,7.016502786427736e-05,0.09765599702950567
b3b29ad7-c681-476d-84f0-47918c26097f,['G(F(!(!spec_policy_1 & !throttle_0 & !parkResult_0 & throttle_1 & obstacle_0 & !steer_0 & !spec_policy_2 & !sideSense_1 & parkCommand_1 & !spec_policy_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !parkCommand_0 & !sideSense_0 & !steer_1)))'],4.2215700130327605,1,5faa82cc-e217-40d5-8574-0e8dcd0556b5,3,False,N/A,N/A,False,2.026658140006475,N/A,N/A,2.0365493819699623,210,7.499597268179059e-05,0.15122432599309832
b5373a50-9a1a-4008-8f0b-2dffce75ef4a,['G(!(!parkResult_0 & obstacle_0 & !sideSense_1 & !(sideSense_1 & sideSense_0) & !sideSense_0))'],4.221578044991475,1,5faa82cc-e217-40d5-8574-0e8dcd0556b5,1,False,N/A,N/A,False,1.926525702001527,N/A,N/A,2.0120228009764105,147,8.33519734442234e-05,0.08293896401301026
ac3c4853-8d70-4b63-88eb-318bc091f653,"['!(!parkResult_0 & obstacle_0 & !sideSense_1 & !(sideSense_1 & sideSense_0) & !sideSense_0)', 'G(F(!(!spec_policy_2)))']",8.288594815996476,2,16b922f8-c92c-4e07-9fb8-cf83448ba47a,0,True,True,True,True,1.934468524006661,1.920292426017113,1.8830596539773978,N/A,N/A,N/A,N/A
f326c187-2ece-408d-9875-a08cf08923cb,"['!(!sideSense_0 & obstacle_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !parkResult_0)', 'G(F(!(!spec_policy_1 & !throttle_0 & !parkResult_0 & throttle_1 & obstacle_0 & !steer_0 & !spec_policy_2 & !sideSense_1 & parkCommand_1 & !spec_policy_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !parkCommand_0 & !sideSense_0 & !steer_1)))']",12.510213392029982,2,b3b29ad7-c681-476d-84f0-47918c26097f,1,False,N/A,N/A,False,1.9071655899751931,N/A,N/A,2.1288301830063574,275,6.894802208989859e-05,0.08322792802937329
3177b80c-3485-41b8-a28f-aa8a03c02212,"['G(F(!(!spec_policy_1 & !throttle_0 & !parkResult_0 & throttle_1 & obstacle_0 & !steer_0 & !spec_policy_2 & !sideSense_1 & parkCommand_1 & !spec_policy_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !parkCommand_0 & !sideSense_0 & !steer_1)))', 'G(F(!(steer_1 & !parkCommand_0 & !spec_policy_1 & !spec_policy_2 & !steer_0 & eNV_CONSTRAINT_0_respondsTo_responded & !sideSense_0 & !spec_policy_0 & obstacle_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !parkResult_0 & !(!steer_1 & !sideSense_0 & !parkCommand_0 & !spec_policy_0 & parkCommand_1 & !sideSense_1 & !spec_policy_2 & !steer_0 & !throttle_0 & !spec_policy_1 & !parkResult_0 & throttle_1 & obstacle_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0)) & !throttle_0 & parkCommand_1 & throttle_1)))']",12.510229646984953,2,b3b29ad7-c681-476d-84f0-47918c26097f,3,False,N/A,N/A,False,1.9388319629942998,N/A,N/A,2.1253717389772646,339,8.986599277704954e-05,0.2101421169936657
de17b136-ecde-492d-95d0-b61dd0a718bb,"['G(!(!sideSense_0 & obstacle_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !parkResult_0))', 'G(F(!(!spec_policy_1 & !throttle_0 & !parkResult_0 & throttle_1 & obstacle_0 & !steer_0 & !spec_policy_2 & !sideSense_1 & parkCommand_1 & !spec_policy_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !parkCommand_0 & !sideSense_0 & !steer_1)))']",12.510237604030408,2,b3b29ad7-c681-476d-84f0-47918c26097f,1,False,N/A,N/A,False,1.9686061440152116,N/A,N/A,2.068776057974901,211,7.430597906932235e-05,0.08440455701202154
220d37b4-819b-46ce-8d92-5ccefe48441f,"['G(!(!parkResult_0 & obstacle_0 & !sideSense_1 & !(sideSense_1 & sideSense_0) & !sideSense_0))', 'G(F(!(!spec_policy_2)))']",16.539052854001056,2,b5373a50-9a1a-4008-8f0b-2dffce75ef4a,0,True,True,True,True,1.9481874010525644,1.9273195730056614,1.9333290840149857,N/A,N/A,N/A,N/A
fbce2599-94a9-4598-b2ae-49fa50e60dd8,"['!(!sideSense_0 & obstacle_0 & !(sideSense_1 & sideSense_0) & !sideSense_1 & !parkResult_0)', 'G(F(!(!spec_policy_1 & !throttle_0 & !parkResult_0 & throttle_1 & obstacle_0 & !steer_0 & !spec_policy_2 & !sideSense_1 & parkCommand_1 & !spec_policy_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !parkCommand_0 & !sideSense_0 & !steer_1)))', 'G(F(!(!spec_policy_2)))']",26.411895744036883,3,f326c187-2ece-408d-9875-a08cf08923cb,0,True,True,True,True,1.9540027399780229,1.9829150589648634,1.972297955013346,N/A,N/A,N/A,N/A
