Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
76d098eb-5a00-4547-9d97-f49d2cc52c77,[],0.15632505901157856,0,0,0,N/A,4,True,False,N/A,N/A,False,0.041991468984633684,0.29834254505112767,N/A,N/A,0.04952836106531322,2,7.010810077190399e-05,0.03611730900593102
7a13d2f0-b175-4c80-b1e8-974b7407613a,['G((!hready) -> X(!(hbusreq1)))'],0.4787234649993479,0.15507918992079794,0.28618678194470704,1,76d098eb-5a00-4547-9d97-f49d2cc52c77,4,True,False,N/A,N/A,False,0.08140446804463863,0.04369633598253131,N/A,N/A,0.10894599510356784,7,8.10348428785801e-05,0.03495965898036957
288b368e-ab0c-4304-9b47-f087f37d8f10,['G((hbusreq1) -> X(!(hbusreq1)))'],0.6142660439945757,0.15509073599241674,0.5544690559618175,1,76d098eb-5a00-4547-9d97-f49d2cc52c77,0,True,True,True,True,True,0.053004179848358035,0.01777649694122374,0.015446574194356799,0.04310729610733688,N/A,N/A,N/A,N/A
ac8ae13c-324f-4ee5-9785-893d63ff18ab,['G(F(!(hbusreq1)))'],0.7219682231079787,0.15510220010764897,0.7007632460445166,1,76d098eb-5a00-4547-9d97-f49d2cc52c77,0,True,True,True,True,True,0.025982236955314875,0.026542956940829754,0.010609081946313381,0.009336438030004501,N/A,N/A,N/A,N/A
2e086c0a-f850-4cd6-9186-b60551d16070,"['G((!hready) -> X(!(hbusreq1)))', 'G(F(!(hbusreq0)))']",3.644298410974443,0.4775284209754318,0.8205288699828088,2,7a13d2f0-b175-4c80-b1e8-974b7407613a,8,True,False,N/A,N/A,False,0.04722548718564212,0.04649171209894121,N/A,N/A,2.5508692138828337,966,0.00010327715426683426,0.05951513000763953
8d69a8df-48c1-471b-afdc-508553fd6bdf,"['G((!hready) -> X(!(hbusreq1)))', 'G((hready & !hgrant0) -> X(!(!hready)))']",7.903977813897654,0.4775432259775698,3.710057674907148,2,7a13d2f0-b175-4c80-b1e8-974b7407613a,3,True,False,N/A,N/A,False,0.03953144699335098,0.020346753066405654,N/A,N/A,4.018245093990117,626,8.295313455164433e-05,0.0482510922010988
65dc2ebe-3821-468a-9f41-ee8819943cbd,"['G((!hready) -> X(!(hbusreq1)))', 'G((hbusreq0) -> X(!(hbusreq0)))']",9.68333898903802,0.47754995501600206,7.967338609043509,2,7a13d2f0-b175-4c80-b1e8-974b7407613a,7,True,False,N/A,N/A,False,0.035211739130318165,0.022835195995867252,N/A,N/A,1.5290417710784823,670,9.352900087833405e-05,0.06216254713945091
fc7eee83-c55d-4254-8598-3017d3af91d7,"['G((!hready) -> X(!(hbusreq0)))', 'G((!hready) -> X(!(hbusreq1)))']",12.894848231924698,0.47755643306300044,9.738563946913928,2,7a13d2f0-b175-4c80-b1e8-974b7407613a,2,True,False,N/A,N/A,False,0.03533903602510691,0.014431344112381339,N/A,N/A,2.9988474249839783,626,7.02019315212965e-05,0.047881831880658865
7943dfb7-ca4d-4e3a-b777-4b3b57400c5b,"['G((!hready) -> X(!(hbusreq1)))', 'G((hready & !hgrant0 & hbusreq1) -> X(!(hready & hbusreq1)))', 'G(F(!(hbusreq0)))']",14.89218334411271,3.6428006179630756,12.982651500962675,3,2e086c0a-f850-4cd6-9186-b60551d16070,10,True,False,N/A,N/A,False,0.03574264305643737,0.04676636401563883,N/A,N/A,1.5261247139424086,390,0.00011252984404563904,0.0795377439353615
3d229850-2c32-497c-b3fd-f615762a771a,"['G((!hgrant0 & hbusreq1 & hready) -> X(!(hbusreq1 & hready)))', 'G((!hready) -> X(!(hbusreq1)))', 'G(F(!(hbusreq0)))']",16.950863824924454,3.6428152739536017,14.986928761005402,3,2e086c0a-f850-4cd6-9186-b60551d16070,4,True,False,N/A,N/A,False,0.03693852014839649,0.05217819008976221,N/A,N/A,1.5650509831029922,390,8.244882337749004e-05,0.06338684889487922
