Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
9bfef462-ddb9-469a-8f0b-9cef691f5129,[],0.0027660169871523976,0,N/A,2,False,N/A,False,1.273567492957227,N/A,1.197508748038672,1,9.314308408647776e-05,1.072742344927974
cf80dd5e-fe38-4cee-af5c-3e522a5d7372,['!(heading_2 & button_0)'],3.56223008595407,1,9bfef462-ddb9-469a-8f0b-9cef691f5129,2,False,N/A,False,1.3079109298996627,N/A,1.2167229360202327,1,3.807898610830307e-05,1.0566988739883527
42f12a41-d630-4068-8d4d-7105fc187806,['G(!(heading_2 & button_0))'],3.5622503058984876,1,9bfef462-ddb9-469a-8f0b-9cef691f5129,2,False,N/A,False,1.1648728949949145,N/A,1.2649959640111774,1,4.774099215865135e-05,1.0833731170278043
3119e1ce-72f5-426e-9c9c-6bccfbd405ad,"['!(heading_1 & button_0)', '!(heading_2 & button_0)']",7.15411572996527,2,cf80dd5e-fe38-4cee-af5c-3e522a5d7372,2,False,N/A,False,1.3104527710238472,N/A,1.276583689963445,1,4.8073939979076385e-05,1.0411659419769421
65cc662e-7688-4796-a8f0-19dcb08ad03f,"['!(heading_2 & button_0)', 'G(!(heading_1 & button_0))']",7.154125767992809,2,cf80dd5e-fe38-4cee-af5c-3e522a5d7372,2,False,N/A,False,1.1900482140481472,N/A,1.174049525987357,1,5.191308446228504e-05,1.1135110550094396
6f576151-ec5f-413b-91e3-ae0483e78707,"['!(heading_1 & button_0)', 'G(!(heading_2 & button_0))']",10.674965027952567,2,42f12a41-d630-4068-8d4d-7105fc187806,2,False,N/A,False,1.2220629799412563,N/A,1.2813279230613261,1,4.706194158643484e-05,1.1693051449256018
a8ecec9b-950b-4bcd-af9e-d3c0c2840682,"['G(!(heading_1 & button_0))', 'G(!(heading_2 & button_0))']",10.674975284957327,2,42f12a41-d630-4068-8d4d-7105fc187806,2,False,N/A,False,1.1597702860599384,N/A,1.2058676599990577,1,0.0001443200744688511,1.030414532055147
4eaba771-1068-4c0e-9563-b2e0d543e65d,"['!(heading_0 & button_0)', '!(heading_1 & button_0)', '!(heading_2 & button_0)']",14.310826990986243,3,3119e1ce-72f5-426e-9c9c-6bccfbd405ad,0,True,True,True,1.2393791939830408,1.202445815084502,N/A,N/A,N/A,N/A
0b8adc24-7c1f-4da7-99d9-18889d994e7c,"['!(heading_1 & button_0)', '!(heading_2 & button_0)', 'G(!(heading_0 & button_0))']",14.310837910976261,3,3119e1ce-72f5-426e-9c9c-6bccfbd405ad,0,True,True,True,1.1864795519504696,1.2161410410190001,N/A,N/A,N/A,N/A
8a07b896-c86c-420d-8d2b-e293081e78a9,"['!(heading_0 & button_0)', '!(heading_2 & button_0)', 'G(!(heading_1 & button_0))']",17.796149250934832,3,65cc662e-7688-4796-a8f0-19dcb08ad03f,0,True,True,True,1.1731281320098788,1.2633345630019903,N/A,N/A,N/A,N/A
eb4b9e7e-f730-482e-bb96-809d499e5fda,"['!(heading_2 & button_0)', 'G(!(heading_0 & button_0))', 'G(!(heading_1 & button_0))']",17.796159581979737,3,65cc662e-7688-4796-a8f0-19dcb08ad03f,0,True,True,True,1.1548024649964646,1.1974411479895934,N/A,N/A,N/A,N/A
c1b8acf3-e9b8-4ecf-b3df-69465e7a82af,"['!(heading_0 & button_0)', '!(heading_1 & button_0)', 'G(!(heading_2 & button_0))']",21.476368364994414,3,6f576151-ec5f-413b-91e3-ae0483e78707,0,True,True,True,1.2344990919809788,1.2775688680121675,N/A,N/A,N/A,N/A
4fb5fc63-d131-4d59-a7cd-9094e7c478e1,"['!(heading_1 & button_0)', 'G(!(heading_0 & button_0))', 'G(!(heading_2 & button_0))']",21.476378354011104,3,6f576151-ec5f-413b-91e3-ae0483e78707,0,True,True,True,1.2008053209865466,1.3207679069601,N/A,N/A,N/A,N/A
a37a81d6-ceb5-4687-8110-fb5a5cdf589c,"['!(heading_0 & button_0)', 'G(!(heading_1 & button_0))', 'G(!(heading_2 & button_0))']",24.88010662398301,3,a8ecec9b-950b-4bcd-af9e-d3c0c2840682,0,True,True,True,1.206865225918591,1.2118098969804123,N/A,N/A,N/A,N/A
0b83f575-a9d9-4107-ba05-d09e1cbd6008,"['G(!(heading_0 & button_0))', 'G(!(heading_1 & button_0))', 'G(!(heading_2 & button_0))']",24.880156808998436,3,a8ecec9b-950b-4bcd-af9e-d3c0c2840682,0,True,True,True,1.1365514640929177,1.2344105690717697,N/A,N/A,N/A,N/A
