Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
adf026e6-e6de-4bc3-9985-6b590fdbf15e,[],0.002740429015830159,0,N/A,3,False,N/A,False,1.2122293579159304,N/A,1.153638556948863,10,0.00010711292270570993,1.0705897960579023
ff304dd8-9435-40d2-8b45-d36affd4c774,['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)'],3.4498488939134404,1,adf026e6-e6de-4bc3-9985-6b590fdbf15e,3,False,N/A,False,1.204840553109534,N/A,1.2422491039615124,4,6.466999184340239e-05,1.098492409917526
65af268c-2307-40fc-8fff-37e9fa8b3e6f,['G(!(inputMoveMode_1 & !obstacle_0 & inputMoveMode_0))'],3.449875187012367,1,adf026e6-e6de-4bc3-9985-6b590fdbf15e,0,True,True,True,1.1208516140468419,1.1474562919465825,N/A,N/A,N/A,N/A
58aedea9-a6bf-4d37-8971-bd6f73ff14b2,['G((!rightMotor_0 & !inputMoveMode_1 & !rightMotor_1 & !obstacle_0 & !headMotor_0 & !inputMoveMode_0 & !outputMoveMode_0 & !leftMotor_1 & !headMotor_1 & !outputMoveMode_1 & !leftMotor_2 & !rightMotor_2 & !leftMotor_0) -> X(!(inputMoveMode_1 & !obstacle_0 & inputMoveMode_0)))'],3.4498873020056635,1,adf026e6-e6de-4bc3-9985-6b590fdbf15e,0,False,N/A,False,1.2130931589053944,N/A,1.1981275919824839,4,8.489005267620087e-07,1.170353997964412
71fa0446-3ee1-4700-ab51-fe44129e4ba6,"['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)', 'G((!rightMotor_0 & inputMoveMode_1 & !rightMotor_1 & !inputMoveMode_0 & !headMotor_0 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0 & !outputMoveMode_0 & !headMotor_1 & !outputMoveMode_1 & rightMotor_2 & !leftMotor_2 & !leftMotor_1 & !leftMotor_0) -> X(!(inputMoveMode_1 & inputMoveMode_0 & !obstacle_0)))']",7.004982444923371,2,ff304dd8-9435-40d2-8b45-d36affd4c774,0,False,N/A,False,1.140504639944993,N/A,1.1168044720543548,2,4.229368641972542e-07,1.0315468809567392
ceaced4d-a7be-4195-8f1f-435a4cdde331,"['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)', 'G(!(inputMoveMode_1 & inputMoveMode_0 & !obstacle_0))']",7.005000896984711,2,ff304dd8-9435-40d2-8b45-d36affd4c774,0,True,True,True,1.1054477500729263,1.1497184729669243,N/A,N/A,N/A,N/A
b73a5381-3001-4c28-be59-342d093b8828,"['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)', '!(inputMoveMode_1 & !inputMoveMode_0 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0)']",7.005008525913581,2,ff304dd8-9435-40d2-8b45-d36affd4c774,3,False,N/A,False,1.115315077942796,N/A,1.1678826940478757,2,4.3811043724417686e-05,1.0515912410337478
2b5c2ba7-683c-4cee-b418-b86dfce46e48,"['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)', '!(inputMoveMode_0 & !inputMoveMode_1 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0 & !(!(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !inputMoveMode_0 & inputMoveMode_1 & !obstacle_0))', '!(inputMoveMode_1 & !inputMoveMode_0 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0)']",21.770922482945025,3,b73a5381-3001-4c28-be59-342d093b8828,0,False,N/A,False,1.1477153230225667,N/A,1.0947323309956118,1,3.6798883229494095e-07,1.0234272019006312
73014e23-c235-4b44-9aec-9ccc9de4edf9,"['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)', '!(inputMoveMode_1 & !inputMoveMode_0 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0)', 'G(!(inputMoveMode_1 & !obstacle_0 & inputMoveMode_0))']",21.7709348059725,3,b73a5381-3001-4c28-be59-342d093b8828,0,True,True,True,1.1637282780138776,1.2462898849043995,N/A,N/A,N/A,N/A
edfb14f5-3f2b-4cc2-ad46-ebb4ffd495aa,"['!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0)', '!(inputMoveMode_1 & !inputMoveMode_0 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0)', 'G((inputMoveMode_0 & outputMoveMode_0 & rightMotor_1 & !rightMotor_0 & headMotor_0 & !inputMoveMode_1 & !(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !obstacle_0 & !leftMotor_2 & !headMotor_1 & rightMotor_2 & outputMoveMode_1 & !leftMotor_1 & !(!(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_1) & !inputMoveMode_0 & inputMoveMode_1 & !obstacle_0) & !leftMotor_0) -> X(!(inputMoveMode_1 & !obstacle_0 & inputMoveMode_0)))']",21.770939969923347,3,b73a5381-3001-4c28-be59-342d093b8828,0,False,N/A,False,1.175496851094067,N/A,1.1998568740673363,1,9.799841791391373e-07,1.057206570985727
