Id,Refinement,ElapsedTime,Depth,IsYSat,IsRealizable,IsSolution
ac736d63-8e3a-4921-92cf-3658b7dab974,"[]",0.005,0,True,False,False
24133f22-d415-4d31-95f0-612e5619d53f,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (next(backDistSense_0)=false -> (isReady=false -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=true))))))))']",0.039,1,True,False,False
1ad625da-7812-4147-925e-dedef4eabc82,"['GF (frontDistSense_0=false -> (backDistSense_0=false -> (isReady=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false)))))']",0.065,1,True,False,False
b0597a31-f77f-43bb-8c91-4fe8ff7f84aa,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (next(backDistSense_0)=false -> (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))))))']",0.082,1,True,False,False
2c9244fe-5916-4871-b54e-0ac6b335f20e,"['G (frontDistSense_0=false -> (backDistSense_0=false -> (isReady=true -> (balancer_0=false and (balancer_1=false and balancer_2=true)))))']",0.111,1,True,True,True
8eb449b0-e19d-4dbb-8a47-9f82a7abab37,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (next(backDistSense_0)=false -> (isReady=false -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=true)))) and (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false)))))) and (backDistSense_0=true -> (next(backDistSense_0)=false -> (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))))))']",0.114,2,True,True,True
babe6361-5d91-40ef-913f-8bef534f564f,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (next(backDistSense_0)=false -> (isReady=false -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=true))))))))', 'GF (frontDistSense_0=false -> (backDistSense_0=false -> (isReady=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false)))))']",0.116,2,True,False,False
40df9658-a3e6-40a3-842f-223f6df7dfd6,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false)))))))']",0.139,2,True,True,True
9e6f5761-3f97-45d5-bb56-b4671b395ae5,"['G (frontDistSense_0=false -> (isReady=true -> (balancer_0=false and (balancer_1=false and balancer_2=true))))']",0.142,2,True,True,True
905b9372-a6e4-43e6-aff7-c5cf2d411eed,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (isReady=false -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=true)))) and (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false)))))))']",0.145,2,True,True,True
22f33bbf-b2bf-47a2-b73e-bee8fb3648d7,"['GF (frontDistSense_0=false -> (isReady=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))']",0.148,2,True,True,True
45b76630-b82e-41ae-ac2e-ccad01c45cfe,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))))']",0.15,2,True,True,True
c245942a-ea1c-46bc-bcba-25a09896cbc6,"['G (frontDistSense_0=false -> (isReady=true -> (balancer_0=false and (balancer_1=false and balancer_2=true))))']",0.152,2,True,True,True
7610d2a4-0bae-4936-9f1a-6b105a22a209,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (backDistSense_0=false -> (isReady=false -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=true)))) and (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false)))))))']",0.154,2,True,True,True
1419907a-8fc8-419a-bbeb-ee1b454d7afb,"['GF (frontDistSense_0=false -> (isReady=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))']",0.156,2,True,True,True
3b8991c4-fd41-4d9d-9692-772909245077,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))))']",0.158,2,True,True,True
0cf2ae3f-eb4a-4ef6-b03c-86f7c1aa2e5f,"['G (frontDistSense_0=false -> (isReady=true -> (balancer_0=false and (balancer_1=false and balancer_2=true))))']",0.16,2,True,True,True
cd11a231-888c-4183-96e1-484495d3f3d5,"['GF (frontDistSense_0=false -> (isReady=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))']",0.162,3,True,True,True
5f3bff1e-6f83-43b2-97ae-f7be582a2d02,"['G (frontDistSense_0=false -> (next(frontDistSense_0)=false -> (isReady=true -> (next(isReady)=true -> (balancer_0=false -> (balancer_1=false -> balancer_2=false))))))']",0.164,3,True,True,True
b22cd3de-9661-43e5-b20a-52662860e9a9,"['G (frontDistSense_0=false -> (isReady=true -> (balancer_0=false and (balancer_1=false and balancer_2=true))))']",0.166,3,True,True,True
