Id,UniqueRefinement,NumVariables
214ae1c0-a953-43c9-ba4a-639e75657a7e,['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))'],5
0ad46427-e150-4bf8-bd8b-46f2bde572e4,"['G(F(hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))']",5
50c703cc-2b96-4fe2-9dcf-962934c76365,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",5
52b90fe3-d233-487c-8eb5-f4ded90b9fa2,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",5
2e859677-7cc8-4ae5-b5b6-ece31e023fc8,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",5
8ad6c9ec-ac49-410d-a6d1-24b6e1ad15da,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hlock0 -> (!hburst0 -> hburst1)))']",5
b22d1ead-ee04-468f-bd01-ed4b8a29b50d,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hlock0 -> (!hburst0 -> hburst1)))']",5
b139e1cf-08d2-4f78-a7f5-87a5fdd0cd4a,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",5
6c29beb9-893b-46a7-aa47-b4026ed310cb,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (X(hready) -> (!hbusreq0 -> (X(!(hbusreq0)) -> (hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1))))))))))']",6
8be708fe-6824-4020-b760-6e52798b16e2,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",6
