Id,UniqueRefinement,IsSolution,NumVariables
5ef6ee7a-821c-4709-87d7-4e6dd22f4ee2,['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))'],True,5
cbf48431-6ea1-482b-bb23-3b01ff121c35,"['G(F(hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))']",True,5
03f10d7e-0f17-4f95-ab10-d67610fef1f2,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",True,5
962a5976-9297-4096-8d5b-d070ac344105,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",True,5
a931f70e-33b4-4bc2-831d-9ec1bde0e725,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",True,5
bb464545-e103-4167-a4a9-c10f27d98bd7,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hlock0 -> (!hburst0 -> hburst1)))']",True,5
e2b16f3d-e521-4d4a-8122-dcf9f6fb1244,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hlock0 -> (!hburst0 -> hburst1)))']",True,5
bd25baaf-62f4-407d-b2ca-3f1fa6d51649,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))']",True,5
8ee8a2d4-7d9d-49c0-86fc-497d4940d9ea,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(!hready -> (X(hready) -> (!hbusreq0 -> (X(!(hbusreq0)) -> (hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1))))))))))']",True,5
99d73003-0771-447b-8df2-900efad8febb,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",True,5
4afb7ab1-2204-48bd-91d6-dda636b526dc,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",True,5
eaaddbae-616e-433e-9a09-a3db0220c4b6,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> !hburst1))))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",True,5
8ca8c243-79d3-478e-bc8a-34b97b0a6042,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))) & (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hlock0 -> (!hburst0 -> hburst1)))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",True,5
c7ad34b6-af8b-4c11-a226-0f2cd262cce7,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))) & (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hlock0 -> (!hburst0 -> hburst1)))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",True,5
2609ebf9-94fd-450d-a85c-d8a7206a9f70,"['G(!hready -> (!hbusreq0 -> (hlock0 -> (!hburst0 -> hburst1))) & (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1)))) & (hready -> (!hbusreq0 -> (!hlock0 -> (!hburst0 -> !hburst1))) & (hbusreq0 -> (!hlock0 -> (!hburst0 -> hburst1))))', 'G(hready -> (!hbusreq0 -> (X(!(hbusreq0)) -> (!hlock0 -> (X(!(hlock0)) -> (!hburst0 -> (X(!(hburst0)) -> (!hburst1 -> X(hburst1)))))))))']",True,5
