Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable
f0d726d5-7496-431b-9fb2-6098a50dcb74,[],0.06703361799009144,0,0,0,N/A,3,True,False,N/A,N/A,False,0.0036128469510003924,0.22408242302481085,N/A,N/A,0.017690404085442424,5,6.0138991102576256e-05,0.03500940802041441,True,N/A,N/A,N/A,2,0
dbebca87-729b-4ccd-8354-d0875d1c0a67,['!(c)'],0.1422182850074023,0.06565056391991675,0.08675895794294775,1,f0d726d5-7496-431b-9fb2-6098a50dcb74,2,True,False,N/A,N/A,False,0.012134545017033815,0.002644390915520489,N/A,N/A,0.014099218067713082,7,7.097201887518167e-05,0.030456951935775578,True,N/A,N/A,N/A,1,0
92b16c2c-b52a-4512-bc8d-191d62cd69ae,['G(F(!(c)))'],0.28208428097423166,0.06566255399957299,0.16398626600857824,1,f0d726d5-7496-431b-9fb2-6098a50dcb74,2,True,False,N/A,N/A,False,0.012894195038825274,0.003838700009509921,N/A,N/A,0.04820052394643426,13,0.0001728110946714878,0.055088363005779684,True,N/A,N/A,N/A,1,0
f9ed2700-7ef3-46ea-8668-622bbfec4a74,['G((c) -> X(!(c)))'],0.40963869797997177,0.06566923798527569,0.3164471989730373,1,f0d726d5-7496-431b-9fb2-6098a50dcb74,3,True,False,N/A,N/A,False,0.022602865006774664,0.005984440911561251,N/A,N/A,0.019554188940674067,13,0.00020586303435266018,0.05742806405760348,True,N/A,N/A,N/A,3,1
195fd263-c9cf-434f-969e-5da25107408c,"['!(c)', 'G(F(!(c)))']",0.5131062339060009,0.140688469982706,0.44418574997689575,2,dbebca87-729b-4ccd-8354-d0875d1c0a67,1,True,False,N/A,N/A,False,0.0209397739963606,0.006769019993953407,N/A,N/A,0.01903472701087594,15,5.232903640717268e-05,0.03495890996418893,True,N/A,N/A,N/A,3,2
2f772899-f1c9-47cd-a309-213f0836fa01,"['!(c)', 'G((c) -> X(!(c)))']",0.6176783699775115,0.14070440095383674,0.546356962993741,2,dbebca87-729b-4ccd-8354-d0875d1c0a67,1,True,False,N/A,N/A,False,0.02505943493451923,0.0031357499537989497,N/A,N/A,0.011751821031793952,15,0.00012716895435005426,0.04529644793365151,True,N/A,N/A,N/A,2,0
ae313f95-3789-4c89-99dc-555afd28aef1,"['G(!(c))', 'G(F(!(c)))']",0.67290593998041,0.27906004595570266,0.6628934119362384,2,92b16c2c-b52a-4512-bc8d-191d62cd69ae,0,True,True,True,False,True,0.012544558034278452,0.0017988650361075997,0.004448279971256852,0.004245171905495226,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
6b1ada98-00e5-4315-8b34-50595d010d34,"['G((!v) -> X(!(c)))', 'G((c) -> X(!(c)))']",0.6928846299415454,0.4062404999276623,0.6879309039795771,2,f9ed2700-7ef3-46ea-8668-622bbfec4a74,0,True,True,True,True,True,0.008703234023414552,0.0015334050403907895,0.001775597920641303,0.0017979289405047894,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
46de7742-2116-402a-9c17-a64242384e83,"['G(!(c))', 'G((c) -> X(!(c)))']",0.7271008149255067,0.4063155360054225,0.722093075979501,2,f9ed2700-7ef3-46ea-8668-622bbfec4a74,0,True,True,True,False,True,0.008233031956478953,0.0012997000012546778,0.001828333013691008,0.001763229025527835,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
0e925c05-6cec-46fe-8e03-785de8ec91e8,"['!(c)', 'G(!(c))', 'G(F(!(c)))']",0.7450166419148445,0.5118197869742289,0.7405857519479468,3,195fd263-c9cf-434f-969e-5da25107408c,0,True,True,True,False,True,0.007584317005239427,0.001224803039804101,0.0015420840354636312,0.0015164930373430252,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
35eef6e9-6707-4e24-a293-b796863a19ec,"['!(c)', 'G(!(c))', 'G((c) -> X(!(c)))']",0.7637854429194704,0.6161386609310284,0.7591347539564595,3,2f772899-f1c9-47cd-a309-213f0836fa01,0,True,True,True,False,True,0.007789499941281974,0.0015843099681660533,0.0016909169498831034,0.0017116350354626775,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
