Id,UniqueRefinement,NumVariables
a7333321-a71d-435e-b568-75ee13bdb8f2,['G(F(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2)))))'],5
e73e3b61-8b7e-4f09-afa8-0946a550dbf4,['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))'],5
5f5ad077-8045-4eba-a906-0d63768a7228,['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> !bluetoothCmd_2)))) & (distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))'],5
e7d9e943-9e83-4449-9f02-b86cc9b2a0b4,['G(distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(!(bluetoothCmd_2)))))))))) & (X(distSense_0) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))'],6
6aee9101-d3cc-4f6c-9c28-7513588213a2,"['G(F(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2)))))', 'G(!distSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))']",5
ca8c066a-9c66-4e4d-a695-0e94f15a0370,"['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))', 'G(!distSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))']",5
71267783-0199-484a-9494-c416197a403e,"['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> !bluetoothCmd_2)))) & (distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))', 'G(!distSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))']",5
a70680e2-9adb-431f-b513-a4b13d00795f,"['G(distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(!(bluetoothCmd_2)))))))))) & (X(distSense_0) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))', 'G(!distSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))']",6
39f007dd-87f4-471f-94b3-6fc23983c5e2,"['G(F(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2)))))', 'G(!distSense_0 -> (X(distSense_0) -> (!isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))']",6
16622433-3870-4b47-aec5-999ac3a09f2d,"['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))', 'G(!distSense_0 -> (X(distSense_0) -> (!isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))']",6
7df96141-52f7-43a4-b40f-90c94b5e0426,"['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> !bluetoothCmd_2)))) & (distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> bluetoothCmd_2))))', 'G(!distSense_0 -> (X(distSense_0) -> (!isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))']",6
2c9996d4-eb0d-45b3-bbdd-432dc77de4b6,"['G(distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(!(bluetoothCmd_2)))))))))) & (X(distSense_0) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))', 'G(!distSense_0 -> (X(distSense_0) -> (!isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> X(bluetoothCmd_2))))))))))']",6
