Id,UniqueRefinement,NumVariables
9329bf46-5870-4a0b-8ed2-9a68476f72e0,"['G(F(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))', 'G(F(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded)))))))']",7
7bb99189-6d71-4be0-a765-b157461850c3,"['G(F(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded)))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",7
17a4c387-0f9c-4e51-9737-31b964ba0243,"['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",7
4dab91da-53ce-4f4b-8a9a-3a5796797907,"['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",7
6a6c4ca8-3900-428a-bc3b-0a30dd5fd2bc,"['G(!distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (balancerStatus_0 -> (X(balancerStatus_0) -> (eNV_CONSTRAINT_0_respondsTo_responded -> X(!(eNV_CONSTRAINT_0_respondsTo_responded)))))))))))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",8
427cbf3f-ebf7-42dd-95bc-b889034ee354,"['G(!distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (balancerStatus_0 -> (X(balancerStatus_0) -> (eNV_CONSTRAINT_0_respondsTo_responded -> X(!(eNV_CONSTRAINT_0_respondsTo_responded)))))))))))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",8
bbec1234-809f-45a0-9965-6df59c014876,"['G(F(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded)))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",7
217aceda-01f4-4f6b-ae35-216422f2cbf3,"['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",7
a32b667d-ba20-45bd-b6d4-0a46705ef668,"['G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",7
3bdcd2f0-8d4a-4e23-ac8d-6474f6aa27a6,"['G(!distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (balancerStatus_0 -> (X(balancerStatus_0) -> (eNV_CONSTRAINT_0_respondsTo_responded -> X(!(eNV_CONSTRAINT_0_respondsTo_responded)))))))))))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",8
65c0be45-e630-4834-b808-62712f3857b4,"['G(!distSense_0 -> (X(!(distSense_0)) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (balancerStatus_0 -> (X(balancerStatus_0) -> (eNV_CONSTRAINT_0_respondsTo_responded -> X(!(eNV_CONSTRAINT_0_respondsTo_responded)))))))))))))))', 'G(!distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> !eNV_CONSTRAINT_0_respondsTo_responded))))))']",8
