Id;UniqueRefinement;NumVariables;Timestamp;Length;Parent;NumChildren;IsRealizable;IsSatisfiable;IsSolution;TimeRealizabilityCheck;TimeSatisfiabilityCheck;TimeCounterstrategy;CounterstrategyNumStates;TimeRefine;TimeGenerationMethod
0c8d6cd3-5579-4830-82ee-5b81dd51ac47;[];0;0.008992401999421418;0;N/A;8;False;N/A;False;7.793332688976079;N/A;9.003119304019492;30;0.00043120799819007516;7.986599606985692;
d2d24100-77b9-4934-abff-9d86b9ebee3c;['G(F(!(!bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1 & !balancer_2) & !(!balancer_2 & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) & !(!balancer_2 & !bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1) & !(!bluetoothCmd_1 & !bluetoothCmd_2 & !balancer_2 & !bluetoothCmd_0) & !(!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0 & balancer_1) & !(!bluetoothCmd_1 & !balancer_2 & !bluetoothCmd_0 & !bluetoothCmd_2) & !(!bluetoothCmd_1 & !balancer_2 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];7;24.842363909003325;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;1;False;N/A;False;8.398736286966596;N/A;8.880918030976318;33;9.714695625007153e-05;7.333982563053723;
19a163f2-5080-4afb-b35a-863a4697dd06;['G((!bluetoothCmd_1 & !balancer_2 & !bluetoothCmd_2 & !bluetoothCmd_0) -> X(!(!bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1)))'];6;24.842414672020823;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;7.824696586991195;9.098296963959001;N/A;N/A;N/A;N/A;
fc657f7e-e8a4-49ad-b475-3a8d56513892;['G((!balancer_2 & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) -> X(!(!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];6;24.84244735102402;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;9.666033294983208;9.46514724905137;N/A;N/A;N/A;N/A;
cde5a272-64c5-47bf-9547-196901997edb;['G((!bluetoothCmd_1 & !bluetoothCmd_2 & !balancer_2 & !bluetoothCmd_0) -> X(!(!bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1)))'];6;24.84247911500279;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;8.883887266973034;9.587214321014471;N/A;N/A;N/A;N/A;
55638844-b65c-491e-aefe-0759c7d0dc1a;['G((!bluetoothCmd_1 & !balancer_2 & !bluetoothCmd_0 & !bluetoothCmd_2) -> X(!(!bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1)))'];6;24.842502729035914;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;7.221879130054731;8.972694719966967;N/A;N/A;N/A;N/A;
503fd406-95d0-4294-b533-3fad18b7d82e;['G((!bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1 & !balancer_2) -> X(!(!bluetoothCmd_1 & !bluetoothCmd_0 & !bluetoothCmd_2)))'];6;24.842524634033907;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;8.030053412017878;7.904763725004159;N/A;N/A;N/A;N/A;
67a58a11-1e24-43fe-8bb6-09126513a4d3;['G((!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0 & balancer_1) -> X(!(!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];6;24.842548885033466;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;7.510588277014904;7.521967559994664;N/A;N/A;N/A;N/A;
12d6e323-bf1a-4bb8-9147-ffecd0042ab8;['G((!balancer_2 & !bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1) -> X(!(!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];6;24.842574039998;1;0c8d6cd3-5579-4830-82ee-5b81dd51ac47;0;True;True;True;7.950925615965389;7.434337112994399;N/A;N/A;N/A;N/A;
5585d6a6-d442-4d9a-a65c-95ca18ec8c0f;['FALSE', 'G(F(!(!bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1 & !balancer_2) & !(!balancer_2 & !bluetoothCmd_0 & !bluetoothCmd_2 & !bluetoothCmd_1) & !(!balancer_2 & !bluetoothCmd_2 & !bluetoothCmd_0 & !bluetoothCmd_1) & !(!bluetoothCmd_1 & !bluetoothCmd_2 & !balancer_2 & !bluetoothCmd_0) & !(!bluetoothCmd_1 & !bluetoothCmd_2 & !bluetoothCmd_0 & balancer_1) & !(!bluetoothCmd_1 & !balancer_2 & !bluetoothCmd_0 & !bluetoothCmd_2) & !(!bluetoothCmd_1 & !balancer_2 & !bluetoothCmd_2 & !bluetoothCmd_0)))'];8;49.512326174008194;2;d2d24100-77b9-4934-abff-9d86b9ebee3c;0;True;False;False;6.483196812972892;6.1584401879808865;N/A;N/A;N/A;N/A;
