Id;UniqueRefinement;NumVariables;Timestamp;Length;Parent;NumChildren;IsRealizable;IsSatisfiable;IsSolution;TimeRealizabilityCheck;TimeSatisfiabilityCheck;TimeCounterstrategy;CounterstrategyNumStates;TimeRefine;TimeGenerationMethod
23df524c-c575-4635-87bb-384ca5c84068;[];0;0.002535782987251878;0;N/A;2;False;N/A;False;10.13808661600342;N/A;10.462834879988804;32;0.0003163830260746181;6.75039584399201;
f21bb838-1f2b-4a45-8861-34e5439b31be;['G(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8))'];6;27.39519836596446;1;23df524c-c575-4635-87bb-384ca5c84068;1;False;N/A;False;11.732933569990564;N/A;63.97942382300971;125;7.022102363407612e-05;9.550680638989434;
3c4c7027-0064-493a-ad79-3e84c9fd9c6a;['G((verMot_0 & spec_dropping & !ack_bot_0) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))'];9;27.395235451986082;1;23df524c-c575-4635-87bb-384ca5c84068;2;False;N/A;False;8.50132775498787;N/A;10.730486321030185;32;0.00011071196058765054;7.901301903999411;
36fa91f2-f3cd-44a4-a8b8-aa371f7f14f3;['G(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8))', 'G(F(!(!spec_state_seek_1 & spec_state_seek_0) & !(spec_state_seek_0 & !spec_state_seek_1)))'];10;112.68956317496486;2;f21bb838-1f2b-4a45-8861-34e5439b31be;1;False;N/A;False;10.086140766972676;N/A;76.62290530098835;128;9.21600149013102e-05;10.759908699023072;
fc2e9802-6f5b-4b5e-ab33-6c077c0d8233;['G(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8))', 'G((verMot_0 & spec_dropping & !ack_bot_0) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))'];15;139.84251514798962;2;3c4c7027-0064-493a-ad79-3e84c9fd9c6a;1;False;N/A;False;10.190081503998954;N/A;62.5327721319627;125;9.493896504864097e-05;9.942731919989455;
6a2942ad-de72-4817-baec-af58e61d9da0;['G((verMot_0 & spec_dropping & !ack_bot_0) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))', 'G((verMot_0 & spec_dropping & !spec_prevBotMotReturn) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))'];19;139.84255194000434;2;3c4c7027-0064-493a-ad79-3e84c9fd9c6a;1;False;N/A;False;9.973079660965595;N/A;64.92485140200006;125;9.442103328183293e-05;9.567002934985794;
5310f5cf-7bdb-482c-9732-7d5aebb02564;['FALSE', 'G(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8))', 'G(F(!(!spec_state_seek_1 & spec_state_seek_0) & !(spec_state_seek_0 & !spec_state_seek_1)))'];11;237.34060774900718;3;36fa91f2-f3cd-44a4-a8b8-aa371f7f14f3;0;True;False;False;8.642006834968925;6.336204613035079;N/A;N/A;N/A;N/A;
1d093676-11ae-40d1-9327-699fed8c2bec;['G(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8))', 'G((verMot_0 & spec_dropping & !ack_bot_0) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))', 'G(F(!(!spec_state_seek_1 & spec_state_seek_0) & !(spec_state_seek_0 & !spec_state_seek_1)))'];19;320.02941120101605;3;fc2e9802-6f5b-4b5e-ab33-6c077c0d8233;1;False;N/A;False;8.676779329020064;N/A;61.332862326991744;128;0.00010512996232137084;10.45791563601233;
cd355a6d-2a98-43ef-aa65-f8a6d0991d64;['G((verMot_0 & spec_dropping & !ack_bot_0) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))', 'G((verMot_0 & spec_dropping & !spec_prevBotMotReturn) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))', 'G(F(!(!spec_state_seek_1 & spec_state_seek_0) & !(spec_state_seek_0 & !spec_state_seek_1)))'];23;404.5177346969722;3;6a2942ad-de72-4817-baec-af58e61d9da0;1;False;N/A;False;8.826664619031362;N/A;64.3628553339513;128;9.270996088162065e-05;9.850878182973247;
725efb5d-8be6-43f6-908e-34144f43df72;['FALSE', 'G(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8))', 'G((verMot_0 & spec_dropping & !ack_bot_0) -> X(!(pREV_aux_7 & ack_ver_0 & ack_hor_0 & ack_bot_0 & pREV_aux_8)))', 'G(F(!(!spec_state_seek_1 & spec_state_seek_0) & !(spec_state_seek_0 & !spec_state_seek_1)))'];20;499.9927346709883;4;1d093676-11ae-40d1-9327-699fed8c2bec;0;True;False;False;8.66276250302326;8.395887889957521;N/A;N/A;N/A;N/A;
