Id,UniqueRefinement,IsSolution,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3
f96de124-6ff2-4669-9e3a-974ddde2ed99,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0))))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
df30b2df-a974-45fb-8e15-9227f11ef997,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
94224628-2828-401c-8023-32660d4b0b98,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
0d8f5639-326e-4fbc-8761-b6123cb9c9d2,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
39febeed-fce8-4436-a82c-a5f5dde17ed2,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0))))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
40be4215-02aa-46bf-9a55-17039864d791,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
24aa0fee-f39b-41f3-8952-406e09e466b8,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0))))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
8673b966-c484-403b-a145-f753e325d6ec,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0))))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
eac59ddf-5d23-47b7-8ce5-e45db957e378,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0))))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
7881ce6f-1e72-4c98-95f0-be4dd12c640c,['G(!frontDistSense_0 -> (!backDistSense_0 -> (!isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (!spec_manualCmd_0 -> (spec_blockedState_0 -> !spec_blockedState_1)) & (spec_manualCmd_0 -> (!spec_manualCmd_1 &  (!spec_manualCmd_2 &  (spec_blockedState_0 -> !spec_blockedState_1)))))))) & (balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_1 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0)))) & (balancer_0 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> spec_mode_0))))))) & (bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!bluetoothCmd_3 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> (!balancerSpeed_0 -> (balancerSpeed_1 -> (!spec_mode_0 -> (spec_manualCmd_0 -> (!spec_manualCmd_1 -> (spec_manualCmd_2 -> (!spec_blockedState_0 -> spec_blockedState_1))) & (spec_manualCmd_1 -> (!spec_blockedState_0 -> spec_blockedState_1))))))))))))))))'],True,,False,,,,
