Id,UniqueRefinement,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
e07fee1e-0eb9-4687-96fa-80272a8b9dd7,[],0,0,0,N/A,2,False,N/A,N/A,False,0.7290543979033828,N/A,N/A,0.4662369501311332,15,5.926820449531078e-05,0.04298750311136246
fce3ca9c-0306-4ff1-963a-4192115db2e7,['G((!stateG2_0 & hburst1) -> X(!(hburst1)))'],1.1015291090589017,1.869800403015688,1,e07fee1e-0eb9-4687-96fa-80272a8b9dd7,2,False,N/A,N/A,False,0.7609987759497017,N/A,N/A,0.3672864290419966,15,6.569083780050278e-05,0.03953075781464577
b51d1fb3-eb2c-492e-83e6-e2451cefdc10,['G(!(hburst1))'],1.1015396281145513,4.027958183083683,1,e07fee1e-0eb9-4687-96fa-80272a8b9dd7,2,False,N/A,N/A,False,0.5301107291597873,N/A,N/A,0.21786767500452697,15,6.657792255282402e-05,0.060777276987209916
0549f6b4-e326-42f1-845c-546892df56a2,"['G((!stateG2_0 & hburst1) -> X(!(hburst1)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",3.490511686075479,5.628777525154874,2,fce3ca9c-0306-4ff1-963a-4192115db2e7,4,False,N/A,N/A,False,0.7447831539902836,N/A,N/A,0.2604136890731752,21,0.0002355750184506178,0.0444841010030359
c23537d0-8803-4a7a-84a4-84028a391a9b,"['G(!(hburst0))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))']",3.4905249550938606,6.713594080181792,2,fce3ca9c-0306-4ff1-963a-4192115db2e7,4,False,N/A,N/A,False,0.19480322813615203,N/A,N/A,0.41783308587037027,35,8.255708962678909e-05,0.06259278208017349
d616e3c3-4d9f-4f61-9d3d-ec2d4e7305ae,"['G(!(hburst1))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",4.87720631621778,7.919834553031251,2,b51d1fb3-eb2c-492e-83e6-e2451cefdc10,4,False,N/A,N/A,False,0.15700357290916145,N/A,N/A,0.48465307615697384,35,8.853594772517681e-05,0.07351511693559587
585bdcb6-c528-4b5a-a42d-1d7ed47aa1db,"['G(!(hburst0))', 'G(!(hburst1))']",4.8772199370432645,10.600775092141703,2,b51d1fb3-eb2c-492e-83e6-e2451cefdc10,3,False,N/A,N/A,False,1.6249202720355242,N/A,N/A,0.17486840090714395,24,7.31050968170166e-05,0.049893073039129376
80bb09ab-fc50-4322-abcb-5890803e489b,"['G((!stateG2_0 & hburst1) -> X(!(hburst0)))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",6.511642620200291,12.102525767171755,3,0549f6b4-e326-42f1-845c-546892df56a2,3,False,N/A,N/A,False,0.1200362287927419,N/A,N/A,0.5545258519705385,35,7.668393664062023e-05,0.055777942994609475
7ddb5d3c-8cc7-4068-bfbe-da0f50ac270a,"['G((!stateG2_0 & hburst1) -> X(!(hburst1)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))', 'G((hburst1) -> X(!(hburst0)))']",6.511801043059677,13.224074146011844,3,0549f6b4-e326-42f1-845c-546892df56a2,3,False,N/A,N/A,False,0.11959687690250576,N/A,N/A,0.5362940840423107,35,7.857102900743484e-05,0.052007955964654684
4132d517-d1b6-42c8-86b7-26d44cc297dc,"['G(!(hburst1))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",6.511810798197985,14.336979121202603,3,0549f6b4-e326-42f1-845c-546892df56a2,2,False,N/A,N/A,False,0.13640536880120635,N/A,N/A,0.474159647943452,35,7.213582284748554e-05,0.08026401395909488
c837fb51-e2c3-4a3f-ba87-7f9bdeb1f629,"['G((!stateG2_0 & hburst1) -> X(!(hburst1)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))', 'G((hburst0) -> X(!(hburst1)))']",6.511821613181382,15.38035327102989,3,0549f6b4-e326-42f1-845c-546892df56a2,5,False,N/A,N/A,False,0.1440291409380734,N/A,N/A,0.6166104900185019,35,7.868092507123947e-05,0.055056984070688486
d5cc6a7d-d2b9-4deb-a91c-a4f8feb0d889,"['!(!hready)', 'G(!(hburst0))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))']",7.7548434000927955,16.640806602081284,3,c23537d0-8803-4a7a-84a4-84028a391a9b,0,True,False,N/A,False,0.17591736698523164,0.016501150093972683,N/A,N/A,N/A,N/A,N/A
0983e4f8-1bc0-467b-8b43-fb772439fc76,"['G(!(hburst0))', 'G((!hready) -> X(!(!hready)))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))']",7.754858103115112,16.7211319450289,3,c23537d0-8803-4a7a-84a4-84028a391a9b,2,False,N/A,N/A,False,0.0585619390476495,N/A,N/A,0.32575127203017473,43,6.780587136745453e-05,0.06101553700864315
6013bc2b-b9ef-4060-8ca7-e336346d8003,"['G(!(!hready))', 'G(!(hburst0))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))']",7.754864554153755,18.093198051210493,3,c23537d0-8803-4a7a-84a4-84028a391a9b,0,True,False,N/A,False,0.5556397028267384,0.1640342059545219,N/A,N/A,N/A,N/A,N/A
3c56aa94-925a-4fc1-bfb7-5bd277c979dd,"['G(!(hburst0))', 'G((!hmastlock) -> X(!(!hready)))', 'G((!stateG2_0 & hburst1) -> X(!(hburst1)))']",7.75487009412609,18.47293146303855,3,c23537d0-8803-4a7a-84a4-84028a391a9b,4,False,N/A,N/A,False,0.21011448604986072,N/A,N/A,0.07665866520255804,17,6.429292261600494e-05,0.16812345501966774
02b573d4-4a4b-4f60-9c8f-9e103a6b104b,"['G(!(hburst1))', 'G((hburst0 & !hready) -> X(!(!hready)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",8.968834940111265,20.440018243156374,3,d616e3c3-4d9f-4f61-9d3d-ec2d4e7305ae,2,False,N/A,N/A,False,0.14292616792954504,N/A,N/A,0.49659788399003446,51,6.995792500674725e-05,0.05092781106941402
6296e830-6e3b-40ec-aee4-f548d8cabc7d,"['G(!(!hready))', 'G(!(hburst1))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",8.968851413112134,21.806396616157144,3,d616e3c3-4d9f-4f61-9d3d-ec2d4e7305ae,0,True,False,N/A,False,0.43971382011659443,2.1912751311901957,N/A,N/A,N/A,N/A,N/A
3366638f-6798-49d0-af66-04d3e581a734,"['G(!(hburst1))', 'G((!hready) -> X(!(!hready)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",8.968859868124127,24.154954304220155,3,d616e3c3-4d9f-4f61-9d3d-ec2d4e7305ae,2,False,N/A,N/A,False,0.1509395141620189,N/A,N/A,0.29591356380842626,43,7.167900912463665e-05,0.05430371197871864
199de4ef-90f3-4a76-b6bb-10bee70ebaab,"['G(!(hburst1))', 'G((!hmastlock) -> X(!(hburst0 & !hready)))', 'G((hburst0 & !stateG2_0) -> X(!(hburst0)))']",8.968865310074762,25.09459698200226,3,d616e3c3-4d9f-4f61-9d3d-ec2d4e7305ae,3,False,N/A,N/A,False,0.22754652402363718,N/A,N/A,0.14836399909108877,24,7.390091195702553e-05,0.10859250999055803
8c38ea7c-7be9-41df-b8c8-56165a8dba27,"['!(!hready)', 'G(!(hburst0))', 'G(!(hburst1))']",11.975638939999044,27.520563297206536,3,585bdcb6-c528-4b5a-a42d-1d7ed47aa1db,0,True,False,N/A,False,0.8972877669148147,0.01530411303974688,N/A,N/A,N/A,N/A,N/A
b75aff02-8b7b-4a3c-9eed-c97231055d7c,"['G(!(hburst0))', 'G(!(hburst1))', 'G((!hready) -> X(!(!hready)))']",11.975654329173267,27.74588202405721,3,585bdcb6-c528-4b5a-a42d-1d7ed47aa1db,7,False,N/A,N/A,False,0.20446469215676188,N/A,N/A,0.16948827588930726,26,9.30209644138813e-05,0.10403202497400343
f5c1d984-6afb-4c5d-aa7d-4708a575befe,"['G(!(!hready))', 'G(!(hburst0))', 'G(!(hburst1))']",11.975660157157108,29.647896668175235,3,585bdcb6-c528-4b5a-a42d-1d7ed47aa1db,0,True,False,N/A,False,0.5234282768797129,0.08676113002002239,N/A,N/A,N/A,N/A,N/A
