Id,UniqueRefinement,IsSolution,NumVariables
451118e1-f7c4-4b4e-8e0a-1a58ebbcc716,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!=MEASURING) & (parkComm& =STOP -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))']",True,20
457ec8a8-bee0-4ea8-870c-d3e50f42e2c6,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!=MEASURING) & (parkComm& =STOP -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))))))']",True,20
04c100bb-10c8-40ab-9c56-00470d40db08,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!=MEASURING) & (parkComm& =STOP -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING)))))) & (obstacle=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))))))']",True,20
af4a2e8a-ec01-4841-8435-af5a62c89855,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})))))) & (obstacle=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))']",True,20
95b40356-cf39-4477-b078-2bf4a7e9579c,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})))))) & (obstacle=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))']",True,20
7ccc7daf-2303-4800-bf51-060893127938,"['G(obstacle=CLEAR -> (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))', 'G(obstacle=BLOCKED -> (sideSense=BLOCKED -> (next(sideSense)=CLEAR -> (parkResult=NA -> (next(parkResult)=NA -> (throttle=BWD -> (parkComm& =STOP -> spec_policy!=SEEKING)))))))']",True,20
f8d3fff9-7280-47c2-a33c-49e914a83e35,"['G(obstacle=CLEAR -> (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))', 'G(obstacle=CLEAR -> (next(obstacle)=CLEAR -> (sideSense=CLEAR -> (next(sideSense)=CLEAR -> (parkResult=NA -> (next(parkResult)=NA -> (throttle=FWD -> (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING)))))))) & (next(obstacle)=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (next(parkResult)=NA -> (throttle=FWD -> (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING)))))))) & (obstacle=BLOCKED -> (next(obstacle)=CLEAR -> (sideSense=CLEAR -> (next(sideSense)=CLEAR -> (parkResult=NA -> (next(parkResult)=NA -> (throttle=BWD -> (steer!={} &  (parkComm& =STOP -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =STOP -> spec_policy!=MEASURING)))))))) & (next(obstacle)=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (next(parkResult)=NA -> (throttle=BWD -> (steer!={} &  (parkComm& =STOP -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =STOP -> spec_policy!=MEASURING))))))))']",True,21
473091a0-e57d-4e44-a271-df5b259e9fe6,"['G(obstacle=CLEAR -> (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))', 'G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING)))))) & (obstacle=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))']",True,20
3e23656e-245c-4a20-84d7-754c677dde76,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!=MEASURING) & (parkComm& =STOP -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!={SEEKING, MEASURING})) & (steer=LEFT -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})) & (steer=CENTER -> (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING})))))) & (obstacle=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))))']",True,20
97144076-feb3-43e8-bd40-e8a727fa3ff7,"['G(obstacle=CLEAR -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING))))) & (sideSense=BLOCKED -> (parkResult=NA -> (throttle=FWD -> (steer=RIGHT -> (parkComm& !={} &  spec_policy!=SEEKING)) & (steer=LEFT -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING)) & (steer=CENTER -> (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!=SEEKING))) & (throttle=STOP -> (steer!={} &  (parkComm& !={} &  spec_policy!=SEEKING)))))) & (obstacle=BLOCKED -> (sideSense=CLEAR -> (parkResult=NA -> (throttle=FWD -> (steer!={} &  (parkComm& !={} &  spec_policy!={SEEKING, MEASURING}))) & (throttle=BWD -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))) & (throttle=STOP -> (steer!={} &  (parkComm& =START -> spec_policy!={SEEKING, MEASURING}) & (parkComm& =STOP -> spec_policy!=SEEKING) & (parkComm& =CHECK -> spec_policy!={SEEKING, MEASURING}))))))']",True,20
