Id,UniqueRefinement,IsSolution,NumVariables
d4c1a5d3-fd3f-4f08-bf39-2d971f35a039,['G(frontDistSense=CLEAR -> (backDistSense=CLEAR -> (isReady -> balancer=FWD)))'],True,6
c4d15c8a-a538-471d-b43d-72b338d1913e,['G(frontDistSense=CLEAR -> (next(frontDistSense)=CLEAR -> (backDistSense=CLEAR -> (next(backDistSense)=CLEAR -> (!isReady -> (X(isReady) -> balancer!=STP)) & (isReady -> (X(isReady) -> balancer!=FWD)))) & (backDistSense=BLOCKED -> (next(backDistSense)=CLEAR -> (isReady -> (X(isReady) -> balancer!=FWD))))))'],True,7
dbf96958-ac6f-4032-9ac9-c0ee6db283ce,['G(frontDistSense=CLEAR -> (next(frontDistSense)=CLEAR -> (backDistSense=CLEAR -> (isReady -> (X(isReady) -> balancer!=FWD)))))'],True,7
697711db-c31a-4809-97e4-3dc52542b7bc,['G(frontDistSense=CLEAR -> (isReady -> balancer=FWD))'],True,5
caefe04d-3e9a-4586-aa1c-930ab44c24ed,['G(frontDistSense=CLEAR -> (next(frontDistSense)=CLEAR -> (backDistSense=CLEAR -> (!isReady -> (X(isReady) -> balancer!=STP)) & (isReady -> (X(isReady) -> balancer!=FWD)))))'],True,7
fa7b3e00-a011-4239-8a51-15a78722cd1d,['G(F(frontDistSense=CLEAR -> (isReady -> balancer!=FWD)))'],True,5
b19df837-43d0-4965-9507-92dd113c36a0,['G(frontDistSense=CLEAR -> (next(frontDistSense)=CLEAR -> (isReady -> (X(isReady) -> balancer!=FWD))))'],True,6
6ea8bced-a542-49cb-b6e2-b3644d1aff60,['G(frontDistSense=CLEAR -> (isReady -> balancer=FWD))'],True,5
4aa4116c-6d38-4130-89a9-a9377a638a5f,['G(F(frontDistSense=CLEAR -> (isReady -> balancer!=FWD)))'],True,5
d475f822-0a2e-4de0-8989-8516bd1d8433,['G(frontDistSense=CLEAR -> (next(frontDistSense)=CLEAR -> (isReady -> (X(isReady) -> balancer!=FWD))))'],True,6
b4ba6662-fbd5-402c-9674-fe03ae400784,['G(frontDistSense=CLEAR -> (isReady -> balancer=FWD))'],True,5
3345759c-ed92-4980-9d25-66019dfffe3f,['G(F(frontDistSense=CLEAR -> (isReady -> balancer!=FWD)))'],True,5
3f2f5e35-d24c-431d-9715-f92471eed486,['G(frontDistSense=CLEAR -> (next(frontDistSense)=CLEAR -> (isReady -> (X(isReady) -> balancer!=FWD))))'],True,6
fdec7429-7aa5-441c-8bf8-c1e5387f77c5,['G(frontDistSense=CLEAR -> (isReady -> balancer=FWD))'],True,5
