Id,UniqueRefinement,NumVariables
0cd66928-d990-4420-801b-8d5ab36c76f2,['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0)))))))))'],10
2492eba6-3654-479d-b2b1-424b9641e802,['G(F(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> !bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0))))))))))'],10
9a2f37b4-829d-4e9f-a50e-83ed1ee93b6d,['G(distSense_0 -> (X(distSense_0) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (!balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> !bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0))))))))))))))'],11
9850a5c0-0375-4100-bdbc-bca7971f80d6,['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0)))))))))'],10
e58ae1dc-81d0-4011-aecb-f5149733498c,['G(F(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> !bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0))))))))))'],10
15bb445f-cdc6-4377-98ec-73c767548ece,['G(distSense_0 -> (X(distSense_0) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (!balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> !bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0))))))))))))))'],11
bc21484d-cfe0-4a66-8a14-934b20ee9fa2,['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))) & (balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0)))))))))'],10
ff36afe9-c28a-4623-8b42-02c84917bab5,"['G(F(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> (!balancer_0 -> (balancer_1 -> !bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0))))))))))', 'G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))))))))']",10
749f07cf-a1f9-4ee3-99ab-de03c330908b,"['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))))))))', 'G(distSense_0 -> (X(distSense_0) -> (isReady -> (X(isReady) -> (!bluetoothCmd_0 -> (X(!(bluetoothCmd_0)) -> (!bluetoothCmd_1 -> (X(!(bluetoothCmd_1)) -> (!bluetoothCmd_2 -> (X(!(bluetoothCmd_2)) -> (balancerStatus_0 -> (X(balancerStatus_0) -> (!balancer_0 -> (balancer_1 -> !bluetoothStatus_0)) & (balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0)))))))))))))))']",11
1ff8df3e-1310-4bab-979e-ef82b79071b2,"['G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (!balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> bluetoothStatus_0)))))))))', 'G(distSense_0 -> (isReady -> (!bluetoothCmd_0 -> (!bluetoothCmd_1 -> (!bluetoothCmd_2 -> (balancerStatus_0 -> (!balancer_0 -> (!balancer_1 -> (!balancer_2 -> !bluetoothStatus_0)))))))))']",10
