Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3
e231def5-2f66-4c14-80d9-59482e3d5c02,[],0.0022501469939015,0,,3,False,,,False,1.5145785069908015,,,1.522167400980834,129.0,5.749898264184594e-05,0.0728956279926933,,False,,,,
661e92ab-8218-4a84-857c-86dcce2a3b0b,['G(!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0))'],3.126177623984404,1,e231def5-2f66-4c14-80d9-59482e3d5c02,3,False,,,False,1.351596723019611,,,1.4476015089894645,130.0,8.62620072439313e-05,0.0722618509898893,,False,,,,
c2883901-1cb2-45f4-a403-366d9d169eb0,['!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0)'],3.126189870003145,1,e231def5-2f66-4c14-80d9-59482e3d5c02,1,False,,,False,1.4382722119917162,,,1.5624652419937777,130.0,6.687198765575886e-05,0.0646121019963175,,False,,,,
dd1e6af7-5ab0-414c-96b3-20fc5a0ea492,['G(F(!(!spec_policy_1 & !obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0 & !spec_policy_0)))'],3.126194968994241,1,e231def5-2f66-4c14-80d9-59482e3d5c02,1,False,,,False,1.406926666968502,,,1.5442904110532254,193.0,8.965801680460572e-05,0.0447362250415608,,False,,,,
fda357c2-8008-4894-b879-da3c501b3854,"['G(!(!obstacle_0 & !sideSense_0 & !parkResult_0 & sideSense_1))', 'G(!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0))']",6.010497533949092,2,661e92ab-8218-4a84-857c-86dcce2a3b0b,3,False,,,False,1.4290533260209486,,,1.6816648349631578,66.0,6.617099279537797e-05,0.1088647959986701,,False,,,,
92ccb687-6a85-497d-8058-d7f80b0473b3,"['!(!obstacle_0 & !sideSense_0 & !parkResult_0 & sideSense_1)', 'G(!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0))']",6.010519462986849,2,661e92ab-8218-4a84-857c-86dcce2a3b0b,1,False,,,False,1.6613922099932097,,,1.7235864870017394,195.0,5.914003122597933e-05,0.0517228399985469,,False,,,,
4c410f50-a67a-4dd3-bd43-d6cc8e5ab7fe,"['G(!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0))', 'G(F(!(!spec_policy_1 & !obstacle_0 & !sideSense_0 & !parkResult_0 & sideSense_1 & !spec_policy_0)))']",6.010527232952882,2,661e92ab-8218-4a84-857c-86dcce2a3b0b,1,False,,,False,1.659108486957848,,,1.7824714460293762,194.0,9.07449866645038e-05,0.0497359180008061,,False,,,,
c85fb24a-428f-4982-aaf3-5ce0a18c54ab,"['!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0)', 'G(F(!(!spec_park)))']",9.082953749981243,2,c2883901-1cb2-45f4-a403-366d9d169eb0,0,True,True,True,True,1.5883661449770443,1.653198975021951,1.5436767500359565,,,,,,False,,,,
fda2089b-8025-41f8-9218-27d2307b6227,"['FALSE', 'G(F(!(!spec_policy_1 & !obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0 & !spec_policy_0)))']",12.085523344983812,2,dd1e6af7-5ab0-414c-96b3-20fc5a0ea492,0,True,False,,False,1.6332591800019145,1.5606831079930998,,,,,,,False,,,,
4386c631-0045-441a-8fcc-a54bc92aa3c9,"['!(sideSense_0 & !(!sideSense_0 & !obstacle_0 & !parkResult_0 & sideSense_1) & !sideSense_1 & !(!sideSense_1 & !sideSense_0 & !obstacle_0 & !parkResult_0) & !obstacle_0 & !parkResult_0 & !(sideSense_1 & sideSense_0))', 'G(!(!obstacle_0 & !sideSense_0 & !parkResult_0 & sideSense_1))', 'G(!(!obstacle_0 & !sideSense_0 & !sideSense_1 & !parkResult_0))']",15.311585331975948,3,fda357c2-8008-4894-b879-da3c501b3854,1,False,,,False,1.6244884130428543,,,1.7031455209944395,195.0,9.776197839528322e-05,0.0759622399928048,,False,,,,
