Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3,NumAssumptions
f4725eac-a0d9-40d4-81fe-3fbe1ff7ee7f,[],0.0021090640002512,0,,3,False,,,False,1.321368127995811,,,1.3293702080045475,5.0,4.565799463307485e-05,0.2410044030038989,,,,,,,
14d7542b-138c-4baf-b0ea-0cf91af15e0f,['!(!distSense_0 & !isReady)'],4.200573144997179,1,f4725eac-a0d9-40d4-81fe-3fbe1ff7ee7f,2,False,,,False,1.3168192240045755,,,1.2095593940030085,9.0,5.096299719298258e-05,0.0278071450011339,,,,,,,
3eee4563-8f55-48e9-b2ef-b8b2b44af686,['G(!(!distSense_0 & !isReady))'],4.200583997997455,1,f4725eac-a0d9-40d4-81fe-3fbe1ff7ee7f,3,False,,,False,1.324815244995989,,,1.2907828420065923,9.0,5.291699926601723e-05,0.036370996000187,,,,,,,
0700d4af-6360-45fe-b473-6cf4103a0e39,['G(F(!(!distSense_0 & eNV_CONSTRAINT_0_respondsTo_responded & !isReady)))'],4.2005885940016015,1,f4725eac-a0d9-40d4-81fe-3fbe1ff7ee7f,1,False,,,False,1.2836573749955278,,,1.2317916460015113,9.0,8.224300108850002e-05,0.0254673870003898,,,,,,,
8f224ee4-7037-4aae-8d51-43441a13518c,"['!(!distSense_0 & !isReady)', 'G((!isReady) -> X(!(!isReady)))']",8.095125389001623,2,14d7542b-138c-4baf-b0ea-0cf91af15e0f,0,True,True,True,True,1.2272645010016277,1.3864498639959493,1.3115564030013047,,,,,2.0,False,0.8333333333333334,0.8333333333333334,1.0,-inf,2.0
9ac7f1b6-0457-4248-b276-9c6e686a9386,"['!(!distSense_0 & !isReady)', 'G(F(!(!isReady)))']",8.095140126002661,2,14d7542b-138c-4baf-b0ea-0cf91af15e0f,0,True,True,True,True,1.2846128390010565,1.3540287430005264,1.3114492599997902,,,,,2.0,False,0.8333333333333334,0.8333333333333334,2.0,0.8333333333333334,2.0
8fcd054d-ea84-4eb6-bf21-5d1c36fad314,"['G(!(!distSense_0 & !isReady))', 'G(F(!(eNV_CONSTRAINT_0_respondsTo_responded & !(!distSense_0 & !isReady) & !isReady & distSense_0)))']",12.081926630002272,2,3eee4563-8f55-48e9-b2ef-b8b2b44af686,0,True,True,True,True,1.2863336529990193,1.3310641100033536,1.2819848260041908,,,,,3.0,True,0.8333333333333334,0.8333333333333334,1.0,-inf,2.0
39c8c365-8315-4c92-a284-497371a94204,"['G(!(!(!distSense_0 & !isReady) & !isReady & distSense_0))', 'G(!(!distSense_0 & !isReady))']",12.081939429997874,2,3eee4563-8f55-48e9-b2ef-b8b2b44af686,0,True,False,,False,1.275022893998539,1.1966045799999847,,,,,,,,,,,,
52bde21c-00ca-4e05-9574-107df3d57317,"['!(!(!distSense_0 & !isReady) & !isReady & distSense_0)', 'G(!(!distSense_0 & !isReady))']",12.081944427998678,2,3eee4563-8f55-48e9-b2ef-b8b2b44af686,0,True,False,,False,1.2440338020023771,1.275055224003154,,,,,,,,,,,,
42a774b5-9812-42c4-942b-d58b52f5f213,"['FALSE', 'G(F(!(!distSense_0 & eNV_CONSTRAINT_0_respondsTo_responded & !isReady)))']",15.867286745000456,2,0700d4af-6360-45fe-b473-6cf4103a0e39,0,True,False,,False,1.2675773660012055,1.30927811699803,,,,,,,,,,,,
