Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable
64b316f8-af09-4452-b930-2811940b5fbb,[],24.46631353099656,0,0,0,N/A,15,True,False,N/A,N/A,False,0.11037500700331293,1.3606049409936531,N/A,N/A,23.600786212999083,2690,0.0001231459973496385,0.18914856600167695,True,N/A,N/A,N/A,45,0
42af1bdf-b1b2-49c6-a56c-3442b39d9a18,['G((!button_0 & !heading_0) -> X(!(heading_1 & !button_0)))'],39.54468509199796,24.461357337000663,27.107629124002415,1,64b316f8-af09-4452-b930-2811940b5fbb,8,True,False,N/A,N/A,False,1.5689679550050641,1.0642256909995922,N/A,N/A,10.766703215995221,2306,0.00010164600098505616,0.1392888429982122,True,N/A,N/A,N/A,35,0
6339ca33-e247-4dd1-a382-6fd696f0a4e1,['G((!button_0 & !heading_0) -> X(!(heading_1)))'],53.00052369199693,24.461369960998127,40.741726289001235,1,64b316f8-af09-4452-b930-2811940b5fbb,8,True,False,N/A,N/A,False,0.20791063299839152,0.9830948849994456,N/A,N/A,10.642742412004736,2306,0.00011070600157836452,0.09511986000143224,True,N/A,N/A,N/A,13,0
c8c97ba4-ce2b-4479-885e-4a494ecb0bc5,['G((!button_0 & heading_1) -> X(!(heading_1 & !button_0)))'],110.39520166299917,24.46137612599705,53.58854279800289,1,64b316f8-af09-4452-b930-2811940b5fbb,0,True,False,N/A,N/A,False,0.14243494700349402,0.44019561899767723,N/A,N/A,53.23302314100147,8755,3.579989424906671e-07,0.1717099590023281,True,N/A,True,N/A,N/A,N/A
d584599e-dfef-4233-9a46-ee598b967b4a,['G(!(heading_1))'],110.82718578899949,24.461381667999376,110.7372700900014,1,64b316f8-af09-4452-b930-2811940b5fbb,0,True,True,True,False,True,0.12083481100125937,0.21404361500026425,0.029313250997802243,0.05894158999581123,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
fda1379e-d0f4-4874-9729-8063741efc99,['!(noise_0 & !heading_0 & !button_0)'],135.08909420700365,24.461386962000688,111.03133961799904,1,64b316f8-af09-4452-b930-2811940b5fbb,20,True,False,N/A,N/A,False,0.10071881500334712,0.09773900199797936,N/A,N/A,23.281214339003782,2690,0.00016906999371713027,0.20631101800245233,True,N/A,N/A,N/A,53,0
294f856e-f605-4c6c-ad42-4666e8de1015,['G((!heading_0 & !button_0) -> X(!(!button_0 & heading_1)))'],147.25576883900067,24.461392142999102,135.41559577600128,1,64b316f8-af09-4452-b930-2811940b5fbb,8,True,False,N/A,N/A,False,0.1485468410028261,0.17195765399810625,N/A,N/A,10.608967465996102,2306,0.00010532300075283274,0.1217014600042603,True,N/A,N/A,N/A,23,0
b651a2b5-60dc-4725-a2e3-99508b547cbb,['G((!button_0 & !heading_0) -> X(!(!button_0 & heading_1)))'],159.3370527310035,24.46139710299758,147.5636959129988,1,64b316f8-af09-4452-b930-2811940b5fbb,8,True,False,N/A,N/A,False,0.13302076399850193,0.16926074600633,N/A,N/A,10.671349461998034,2306,9.914000111166388e-05,0.11760668899660232,True,N/A,N/A,N/A,17,0
7019167b-cdfe-4f88-a342-b9a63a4d66b5,['G((!button_0 & heading_1) -> X(!(!heading_0 & !button_0)))'],171.16922795100254,24.46140226299758,159.6055572339974,1,64b316f8-af09-4452-b930-2811940b5fbb,8,True,False,N/A,N/A,False,0.10987123900122242,0.1528051109999069,N/A,N/A,10.4960488039942,2306,0.00010417299927212298,0.1006232350046048,True,N/A,N/A,N/A,12,0
c3345e5f-2b21-415f-8dc6-82d5d5a580de,['G((!heading_0 & !button_0) -> X(!(!heading_0 & !button_0)))'],199.44494336200296,24.46140875200217,171.4928104779974,1,64b316f8-af09-4452-b930-2811940b5fbb,14,True,False,N/A,N/A,False,0.13578808499732986,0.17992618199787103,N/A,N/A,26.723914412999875,3971,0.00013177499931771308,0.14970285700110253,True,N/A,N/A,N/A,27,0
