Filename,NumRepairs,TimeToFirst,Runtime,NodesExplored,DuplicateNodes
inputs-interpolation/AMBA-2/amba_ahb_w_guar_fairness_amba_ahb_1.spectra,0.0,,2.6922017741482707,17.2,0.0
inputs-interpolation/AMBA-2/amba_ahb_w_guar_fairness_amba_ahb_2.spectra,0.6,37.02538765155865,24.619857132737526,48.3,0.0
inputs-interpolation/AMBA-2/amba_ahb_w_guar_trans_amba_ahb_1.spectra,0.0,,0.2938078252132982,3.0,0.0
inputs-interpolation/AMBA-2/amba_ahb_w_guar_trans_amba_ahb_2.spectra,0.0,,0.41580591110978277,3.0,0.0
inputs-interpolation/AMBA-2/amba_ahb_w_guar_trans_amba_ahb_3.spectra,0.0,,0.8618702027481049,3.0,0.0
inputs-interpolation/AMBA-2/amba_ahb_wo_ass_fairness_amba_ahb_1.spectra,1.0,1.7048389959381893,1.7815729130059481,5.3,0.0
inputs-interpolation/AMBA-2/amba_ahb_wo_ass_fairness_amba_ahb_2.spectra,1.7,6.624432749534026,7.614949888922274,3.9,0.0
inputs-interpolation/AMBA-2/amba_ahb_wo_ass_fairness_amba_ahb_3.spectra,1.4,160.96484268337954,209.74320210688748,10.5,0.0
inputs-interpolation/SIMPLE/LGS.spectra,1.7,0.16576266852207477,0.25728101951535787,3.7,0.0
inputs-interpolation/SIMPLE/Lift.spectra,1.0,0.17177487178705628,0.1719102244125679,2.4,0.0
inputs-interpolation/SIMPLE/RG.spectra,1.3,0.13519259681925172,0.14125958881340916,2.7,0.0
inputs-interpolation/SIMPLE/RG1.spectra,1.4,0.30329267948400224,0.31829509548842905,4.9,0.0
inputs-interpolation/SIMPLE/RG2.spectra,1.3,0.3221720941131934,0.34378472799435256,5.3,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL2TAG_789_ColorSort_1.spectra,0.0,,35.944553410611114,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL2TAG_789_ColorSort_2.spectra,0.0,,229.33826754337642,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL2TAG_789_ColorSort_3.spectra,0.0,,31.540517734596506,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL3TAG_787_ColorSort_1.spectra,0.0,,2.9141598869115115,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL3TAG_787_ColorSort_2.spectra,0.0,,34.418421793030575,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL3TAG_787_ColorSort_3.spectra,0.0,,1.1284171340055764,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL3_646_ColorSort_fixed_1.spectra,0.0,,0.7648912117118016,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL3_662_ColorSort_fixed_1.spectra,87.5,2.808312516915612,18.104528540978208,166.9,1.1
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTL3_674_ColorSort_fixed_1.spectra,0.0,,0.7956127031473443,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0.0,,11.658852859260515,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0.0,,220.64065647977404,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0.0,,3.725432655820623,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0.0,,18.635566306347027,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0.0,,462.603323430242,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0.0,,4.7749970987904815,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1.0,0.17764302259311077,0.17778095568064595,2.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,1.0,0.23295486541464921,0.23309251987375315,3.4,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,3.0,1.260586029710248,1.5180733548942953,16.2,0.4
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_4.spectra,0.6,0.223477647639811,0.29222753909416493,2.4,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_5.spectra,1.2,0.2480013847118243,0.26733899354003365,2.9,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_390_GyroAspect_1.spectra,0.6,0.12188025428137428,0.11695555222686378,1.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_390_GyroAspect_2.spectra,1.0,0.18039978779852386,0.18053309279493984,3.5,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_390_GyroAspect_3.spectra,1.8,0.2675086979987099,0.40049981996417044,6.3,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_390_GyroAspect_4.spectra,1.0,0.15449916080106046,0.15465073857922104,2.3,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_486_GyroAspect_1.spectra,1.1,0.19662737972103056,0.20096195370424536,2.3,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_486_GyroAspect_2.spectra,1.0,0.18966640967410053,0.19328799450304354,2.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_486_GyroAspect_3.spectra,1.6,0.2715994869591668,0.3222079562488943,3.8,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_486_GyroAspect_4.spectra,0.0,,0.4037137468578294,4.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_588_GyroAspect_1.spectra,1.5,0.18592400769703088,0.2157842533430084,2.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_588_GyroAspect_2.spectra,1.0,0.21835571802221238,0.22166126307565714,3.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_588_GyroAspect_3.spectra,1.9,0.3799109756248072,0.462201435607858,4.5,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_588_GyroAspect_4.spectra,1.2,0.4437764934031293,0.4523002472007647,4.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_590_GyroAspect_1.spectra,2.0,0.20444672654848545,0.26499464504886416,3.4,0.0
