Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
6f48b6b4-a48f-47b9-9b68-a9c614618783,[],6.422185050905682,0,0,0,N/A,15,True,False,N/A,N/A,False,0.04462990595493466,0.46513489994686097,N/A,N/A,4.977426387020387,1224,0.00011292798444628716,0.20012489997316152
adcedca1-95fd-4865-8594-ad1ae677659f,['G((hbusreq0 & (!hlock1 | hbusreq1) & !hgrant1 & !hlock1 & !stateA1 & hbusreq1 & decide & hready & hgrant0 & !hburst1 & !hlock0 & !hburst0 & locked) -> X(!(!hburst1 & (!hlock1 | hbusreq1) & !hburst0 & !hready & hbusreq1 & !hlock1 & !hlock0 & hbusreq0)))'],11.889967594994232,6.4172481399727985,6.649139283923432,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.0605349310208112,0.1599880140274763,N/A,N/A,3.8499168049311265,1288,2.6705674827098846e-07,0.5482858489267528
cbf8e8ba-6e10-4e1d-9f2b-b76dd033625d,['G(((!hlock1 | hbusreq1) & !hlock0 & hbusreq1 & stateG2 & !hlock1 & !hburst1 & !hbusreq0 & !decide & !hburst0 & hready) -> X(!(!hburst1 & !hlock0 & !hlock1 & !hbusreq0 & !hburst0 & hbusreq1 & !hready & (!hlock1 | hbusreq1))))'],16.90243291889783,6.417261028895155,12.163553940947168,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.07302879192866385,0.19478665699716657,N/A,N/A,3.6247452149400488,1232,2.7602072805166245e-07,0.23477601900231093
ee017eea-237e-4372-8bbf-875006ea1443,['G((!hburst0 & !hlock1 & !hbusreq0 & hready & !hbusreq1 & (!hlock1 | hbusreq1) & !hlock0 & !hburst1) -> X(!(!hburst0 & !hbusreq0 & !hbusreq1 & !hready & (!hlock1 | hbusreq1) & !hburst1 & !hlock1 & !hlock0)))'],21.801291978918016,6.417267563985661,17.11669692292344,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.046657158993184566,0.16214025707449764,N/A,N/A,3.5964817539788783,1225,2.25030817091465e-07,0.2103941789828241
90cb0c9e-9583-43e6-9331-15745dc82763,['G((hgrant0 & !hlock1 & hbusreq1 & !hready & !decide & locked & (!hlock1 | hbusreq1) & !hburst1 & !hburst0 & !hgrant1 & hbusreq0 & !hlock0) -> X(!(hbusreq0 & (!hlock1 | hbusreq1) & !hlock1 & hbusreq1 & hready & !hburst1 & !hlock0 & !hburst0)))'],26.93379202694632,6.417273145983927,22.00878330192063,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,1,True,False,N/A,N/A,False,0.047731740050949156,0.15440451493486762,N/A,N/A,4.096383313997649,1268,8.809601422399282e-05,0.05319671391043812
86c6d1ad-3679-49a9-a7f0-1e061d19c892,['G((!locked & !hlock0 & !hgrant1 & !stateG2 & !hburst1 & hbusreq1 & !hburst0 & (!hlock1 | hbusreq1) & !hready & decide & !hbusreq0 & hgrant0 & !hlock1) -> X(!(hbusreq1 & !hlock1 & (!hlock1 | hbusreq1) & !hlock0 & !hbusreq0 & !hready & !hburst1 & !hburst0)))'],32.977303356979974,6.417278206907213,27.14673847996164,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.04722988698631525,0.16086428600829095,N/A,N/A,4.641934192972258,1310,2.4994369596242905e-07,0.3647755170240998
838d436b-5bbf-451a-a1ec-8260d0ca7b15,['G((!hburst1 & hgrant0 & locked & !hlock0 & !hlock1 & !hbusreq0 & !hburst0 & hbusreq1 & !hready & (!hlock1 | hbusreq1) & !hgrant1 & !decide) -> X(!(!hlock1 & hbusreq1 & !hready & (!hlock1 | hbusreq1) & !hburst1 & !hburst0 & hbusreq0 & !hlock0)))'],34.08446083799936,6.417283492977731,33.2583960959455,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.07656685996335,0.1997763280523941,N/A,N/A,N/A,N/A,N/A,N/A
78efee90-4bbb-4985-bfdb-4e2d3421e002,['G((!hburst1 & (!hlock1 | hbusreq1) & !hburst0 & !hready & hbusreq1 & !hlock1 & !hgrant1 & !hlock0 & locked & stateA1 & !decide & hbusreq0 & !hgrant0) -> X(!(!hburst0 & !hlock1 & !hbusreq0 & hready & !hbusreq1 & (!hlock1 | hbusreq1) & !hlock0 & !hburst1)))'],39.207913651946,6.417288318974897,34.2479275619844,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.024819349986501038,0.13192295900080353,N/A,N/A,3.8079505510395393,1232,2.600718289613724e-07,0.4713404499925673
4371de35-a730-4a70-b2ec-2bb7e9514b30,['G((!decide & hgrant0 & !stateG2 & !hready & !hburst0 & !hlock1 & (!hlock1 | hbusreq1) & hbusreq1 & !locked & !hlock0 & !hburst1 & !hgrant1 & !hbusreq0) -> X(!(!hlock1 & !hlock0 & (!hlock1 | hbusreq1) & hbusreq1 & !hbusreq0 & !hburst1 & !hready & !hburst0)))'],44.424957857932895,6.417292995960452,39.450783789972775,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.04064192494843155,0.19713614601641893,N/A,N/A,3.99634621408768,1236,2.3399479687213898e-07,0.18195657595060766
db86890d-5011-41f6-92ce-309c09ce6677,['G((!decide & !hlock1 & !hlock0 & (!hlock1 | hbusreq1) & hbusreq1 & hgrant0 & !hbusreq0 & !hburst1 & stateG2 & !hready & !hburst0 & !locked & !hgrant1) -> X(!(!hlock0 & !hburst1 & hbusreq1 & !hburst0 & (!hlock1 | hbusreq1) & !hready & !hbusreq0 & !hlock1)))'],49.875494750915095,6.417302902904339,44.720246163895354,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.054589373990893364,0.188144842046313,N/A,N/A,3.8733917450299487,1236,2.3690517991781235e-07,0.42735731799621135
b2e3a72a-6763-4e69-9302-78bb6538baba,['G((!hburst1 & !hburst0 & !hbusreq0 & (!hlock1 | hbusreq1) & !hlock1 & !hbusreq1 & !hlock0 & !hready) -> X(!(!hlock0 & hbusreq1 & !hready & !hlock1 & !hburst0 & !hburst1 & !hbusreq0 & (!hlock1 | hbusreq1))))'],50.867364050936885,6.417307747993618,50.06548228289466,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.03964563901536167,0.14449782809242606,N/A,N/A,N/A,N/A,N/A,N/A
a1e57069-d8da-4305-ab9a-7824bc0eae0b,['G((hbusreq1 & !hgrant1 & !stateG2 & !hlock1 & !decide & (!hlock1 | hbusreq1) & !hlock0 & !hbusreq0 & locked & !hready & !hburst1 & !hburst0 & hgrant0) -> X(!((!hlock1 | hbusreq1) & !hlock0 & hbusreq1 & !hlock1 & !hburst1 & !hbusreq0 & !hburst0 & hready)))'],55.808534877956845,6.417312596924603,51.06648862990551,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.02842087997123599,0.1639172820141539,N/A,N/A,3.7022692729951814,1232,2.5297049432992935e-07,0.2713599319104105
d09b8b90-fe08-4999-b2dd-1d99b6fee407,['G((stateG2 & !hgrant0 & !hgrant1 & !hlock0 & hbusreq1 & !hready & !hlock1 & !hburst0 & decide & locked & !hburst1 & !hbusreq0 & (!hlock1 | hbusreq1)) -> X(!(!hlock0 & !hlock1 & hbusreq1 & !hburst1 & !hbusreq0 & (!hlock1 | hbusreq1) & !hready & !hburst0)))'],61.28901001496706,6.41732232098002,56.03589086793363,1,6f48b6b4-a48f-47b9-9b68-a9c614618783,0,True,False,N/A,N/A,False,0.04491952992975712,0.1398338619619608,N/A,N/A,4.232597426977009,1310,2.150190994143486e-07,0.24213463708292693
