Id,UniqueRefinement,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
e896fb01-67a4-4e81-aa8d-81c905ace138,[],0,0,0,N/A,2,False,N/A,N/A,False,0.315319747896865,N/A,N/A,0.033317712135612965,9,5.4832082241773605e-05,0.06575836287811399
dfe54177-b026-4381-af54-590326a537fb,['G(F(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))'],0.12913539307191968,0.17536994395777583,1,e896fb01-67a4-4e81-aa8d-81c905ace138,2,False,N/A,N/A,False,0.04053085786290467,N/A,N/A,0.02082276390865445,9,6.52349554002285e-05,0.03740555886179209
7e32a5ee-113a-4b09-b89e-887ac813c59a,['G((!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2) -> X(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))'],0.12914622807875276,0.3003719619009644,1,e896fb01-67a4-4e81-aa8d-81c905ace138,3,False,N/A,N/A,False,0.03986297803930938,N/A,N/A,0.027057124068960547,9,6.53429888188839e-05,0.04168104287236929
79180a78-ef6f-4e9c-9170-d88595361aa6,"['G((!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0) -> X(!(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0)))', 'G(F(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))']",0.25447929790243506,0.42187831504270434,2,dfe54177-b026-4381-af54-590326a537fb,3,False,N/A,N/A,False,0.021357943071052432,N/A,N/A,0.043633525958284736,33,7.0950947701931e-05,0.11131445900537074
d7ecf71e-c5b5-4362-a23c-5663aa76094c,"['G(F(!(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0)))', 'G(F(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))']",0.2544932928867638,0.6309801079332829,2,dfe54177-b026-4381-af54-590326a537fb,4,False,N/A,N/A,False,0.019357363926246762,N/A,N/A,0.03077215515077114,49,6.950017996132374e-05,0.04575500008650124
e4e73e2c-06b4-41c8-97bf-d59beae5cfde,"['G((!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2) -> X(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))', 'G(F(!(!obstacle_0 & !inputMoveMode_2 & button_0 & !inputMoveMode_1)))']",0.3935298740398139,0.7495060979854316,2,7e32a5ee-113a-4b09-b89e-887ac813c59a,2,False,N/A,N/A,False,0.018109117168933153,N/A,N/A,0.015759837115183473,9,6.357603706419468e-05,0.0722432800102979
16f60d6f-6618-48b6-b1fc-a12105998ed3,"['!(!obstacle_0 & !inputMoveMode_2 & button_0 & !inputMoveMode_1)', 'G((!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2) -> X(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))']",0.3935442119836807,0.8793438340071589,2,7e32a5ee-113a-4b09-b89e-887ac813c59a,3,False,N/A,N/A,False,0.0166772180236876,N/A,N/A,0.025680214166641235,11,5.670893006026745e-05,0.11010692012496293
35fb8910-d750-4fd3-a8b3-03d756f509cc,"['G(!(!obstacle_0 & !inputMoveMode_2 & button_0 & !inputMoveMode_1))', 'G((!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2) -> X(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))']",0.39355105208233,1.054185977904126,2,7e32a5ee-113a-4b09-b89e-887ac813c59a,4,False,N/A,N/A,False,0.016339007066562772,N/A,N/A,0.015062443912029266,9,8.689705282449722e-05,0.06536315008997917
a233d5b8-3424-46f5-9d1c-b5f775cd0770,"['G((!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0) -> X(!(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0)))', 'G((!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0 & !inputMoveMode_2 & button_0) -> X(!(!inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0 & button_0 & inputMoveMode_0)))', 'G(F(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))']",0.6049999429378659,1.1879262560978532,3,79180a78-ef6f-4e9c-9170-d88595361aa6,3,False,N/A,N/A,False,0.01704824808984995,N/A,N/A,0.014808614971116185,9,7.681106217205524e-05,0.04234486003406346
48285210-7e2c-4885-a94c-6763ffe6358e,"['G((!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0) -> X(!(!inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2 & !inputMoveMode_1 & button_0)))', 'G((!inputMoveMode_1 & !inputMoveMode_2 & !obstacle_0 & button_0 & inputMoveMode_0) -> X(!(!inputMoveMode_1 & !obstacle_0 & !inputMoveMode_0 & !inputMoveMode_2 & button_0)))', 'G(F(!(!inputMoveMode_1 & button_0 & inputMoveMode_0 & !obstacle_0 & !inputMoveMode_2)))']",0.6050150210503489,1.290437316056341,3,79180a78-ef6f-4e9c-9170-d88595361aa6,4,False,N/A,N/A,False,0.021893245866522193,N/A,N/A,0.01629486889578402,9,9.770295582711697e-05,0.09510707505978644
