Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable
3364caaf-bcac-4f74-9edc-9ea54dab1a4b,[],6.222356755999499,0,0,0,N/A,10,True,False,N/A,N/A,False,0.03074483399905148,0.4818092009991233,N/A,N/A,4.855108832998667,1224,0.00010165799903916195,0.14685069699771702,True,N/A,N/A,N/A,9,0
712da548-5377-4595-a37d-afa8a7bc5d8c,['G((!hburst1 & hbusreq1 & !locked & (!hlock1 | hbusreq1) & !hburst0 & hgrant1 & decide & !hlock0 & !stateG2 & !hlock1 & !hready & !hbusreq0 & !hgrant0) -> X(!(hbusreq1 & !hburst1 & !hlock1 & !hbusreq0 & !hburst0 & !hready & !hlock0 & (!hlock1 | hbusreq1))))'],11.733260454999254,6.219640605999302,6.496353206999629,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,1,True,False,N/A,N/A,False,0.06779081499917083,0.20076180600153748,N/A,N/A,4.354352104001009,1310,9.71650006249547e-05,0.05817489799665054,True,True,N/A,N/A,N/A,N/A
d2eca81a-fcff-4d67-bc0e-6b396f5894ba,['G((!hburst0 & !stateG2 & !hgrant0 & !hburst1 & (!hlock1 | hbusreq1) & !decide & !locked & hbusreq1 & !hbusreq0 & !hlock1 & !hready & !hlock0 & hgrant1) -> X(!(!hlock1 & hbusreq1 & !hready & !hburst0 & !hburst1 & (!hlock1 | hbusreq1) & !hbusreq0 & !hlock0)))'],16.733720684998843,6.219653116997506,11.991252190000523,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,0,True,False,N/A,N/A,False,0.07647765399815398,0.17390289199829567,N/A,N/A,3.595063800999924,1236,2.3299799067899585e-07,0.2729580640007043,True,N/A,True,N/A,N/A,N/A
98978da5-b1c9-4888-a3bc-d3932f3ea3b3,['G((!hlock1 & hgrant1 & hbusreq1 & !hready & !hburst0 & decide & !hburst1 & !hgrant0 & stateG2 & (!hlock1 | hbusreq1) & !hbusreq0 & !locked & !hlock0) -> X(!(!hlock1 & !hlock0 & !hburst1 & !hready & hbusreq1 & !hbusreq0 & !hburst0 & (!hlock1 | hbusreq1))))'],21.943453989999398,6.219659506998141,16.928545795999526,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,5,True,False,N/A,N/A,False,0.044670521001535235,0.14408713100056048,N/A,N/A,4.128335548000905,1310,8.963299842434935e-05,0.06951619499886874,True,N/A,N/A,N/A,5,0
7a65e7c3-aa1b-4e55-b307-c017fbb9f362,['G((!hlock1 & !stateG2 & !hlock0 & !hburst1 & hgrant0 & !hready & locked & hbusreq1 & !hbusreq0 & hgrant1 & !decide & !hburst0 & (!hlock1 | hbusreq1)) -> X(!(!hburst0 & !hburst1 & !hbusreq1 & !hlock1 & !hlock0 & !hbusreq0 & hready & (!hlock1 | hbusreq1))))'],26.699780432998523,6.219670752998354,22.16827116299828,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,0,True,False,N/A,N/A,False,0.03110410400040564,0.1486905990022933,N/A,N/A,3.5658453319992987,1236,2.589986252132803e-07,0.21061681499850238,True,N/A,True,N/A,N/A,N/A
7e00f229-c310-4bd0-966c-36ba6b72230f,['G((!hlock1 & hbusreq1 & !hlock0 & !hready & hgrant1 & !hgrant0 & !hburst1 & stateG2 & !locked & (!hlock1 | hbusreq1) & !decide & !hbusreq0 & !hburst0) -> X(!(!hburst1 & hbusreq1 & (!hlock1 | hbusreq1) & !hburst0 & !hlock0 & !hlock1 & !hready & !hbusreq0)))'],31.33698103899951,6.219676123997488,26.90760637799758,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,1,True,False,N/A,N/A,False,0.04436401999919326,0.1573405500021181,N/A,N/A,3.5916845419997117,1236,0.00013986599878990091,0.0704686489989399,True,True,N/A,N/A,N/A,N/A
d2dd1b1f-57bd-4bd6-9450-4305c3831a05,['G((hgrant0 & hbusreq1 & !hburst1 & !hlock1 & !stateG2 & !hgrant1 & !hbusreq0 & !hburst0 & !hready & !locked & !hlock0 & (!hlock1 | hbusreq1) & decide) -> X(!(!hburst0 & !hburst1 & (!hlock1 | hbusreq1) & hbusreq1 & !hbusreq0 & !hlock1 & !hready & !hlock0)))'],36.770612565997,6.219686286000069,31.588181621998956,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,0,True,False,N/A,N/A,False,0.03819542799828923,0.1623852970005828,N/A,N/A,4.161820295001235,1310,2.3399843485094607e-07,0.2682056429985096,True,N/A,True,N/A,N/A,N/A
3886968a-25a7-495c-82a9-0964d4e90a16,['G((!hburst0 & !hburst1 & !hbusreq1 & !hlock1 & !hlock0 & !hbusreq0 & hready & (!hlock1 | hbusreq1)) -> X(!(!hready & (!hlock1 | hbusreq1) & !hburst0 & !hbusreq0 & !hbusreq1 & !hburst1 & !hlock0 & !hlock1)))'],41.50729735499772,6.219691323000006,36.99075612999877,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,0,True,False,N/A,N/A,False,0.0567903720002505,0.1573221620019467,N/A,N/A,3.478859613001987,1225,2.2399763111025095e-07,0.2477062969992403,True,N/A,True,N/A,N/A,N/A
a323f638-338d-4849-bdb5-12be0c0fdac9,['G((!hburst1 & !hburst0 & !hbusreq1 & !hbusreq0 & !hlock0 & !hlock1 & (!hlock1 | hbusreq1) & !hready) -> X(!(!hlock1 & hbusreq1 & !hlock0 & !hready & !hburst1 & (!hlock1 | hbusreq1) & !hbusreq0 & !hburst0)))'],46.329788470000494,6.219696448999457,41.72582124299879,1,3364caaf-bcac-4f74-9edc-9ea54dab1a4b,1,True,False,N/A,N/A,False,0.05255818400110002,0.1599117119985749,N/A,N/A,3.7745707430003677,1288,0.00010202699922956526,0.0572564419999253,True,True,N/A,N/A,N/A,N/A
375f9b9a-a14b-4984-afa2-291a722f1a9f,"['G((!hlock1 & hgrant1 & hbusreq1 & !hready & !hburst0 & decide & !hburst1 & !hgrant0 & stateG2 & (!hlock1 | hbusreq1) & !hbusreq0 & !locked & !hlock0) -> X(!(!hlock1 & !hlock0 & !hburst1 & !hready & hbusreq1 & !hbusreq0 & !hburst0 & (!hlock1 | hbusreq1))))', 'G((hready & locked & hgrant0) -> X(!(!hready)))']",46.64497222299906,21.940649559997837,46.581391011997766,2,98978da5-b1c9-4888-a3bc-d3932f3ea3b3,0,True,True,True,False,True,0.032264268997096224,0.17857247500069207,0.046357756000361405,0.01580275000014808,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A
d2bcb7ff-d260-4f45-b762-abc7748cbefc,"['G((!hlock1 & hgrant1 & hbusreq1 & !hready & !hburst0 & decide & !hburst1 & !hgrant0 & stateG2 & (!hlock1 | hbusreq1) & !hbusreq0 & !locked & !hlock0) -> X(!(!hlock1 & !hlock0 & !hburst1 & !hready & hbusreq1 & !hbusreq0 & !hburst0 & (!hlock1 | hbusreq1))))', 'G((!hready) -> X(!(!hburst1 & !hready & !hburst0)))']",51.3788509579972,21.940669895997416,46.77216037099788,2,98978da5-b1c9-4888-a3bc-d3932f3ea3b3,1,True,False,N/A,N/A,False,0.02349040400076774,0.0982081609981833,N/A,N/A,3.75043545799781,1319,8.267399971373379e-05,0.06955432199902134,True,True,N/A,N/A,N/A,N/A
