Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
1013601f-9dd2-442c-a310-f0de88d298c3,[],15.866890565957874,0,0,0,N/A,4,True,False,N/A,N/A,False,0.14409833610989153,1.041125007905066,N/A,N/A,14.240816643927246,722,7.156282663345337e-05,0.06807552115060389
3bda6063-3e2b-4f70-b8bf-4c56782f0afb,['G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))'],40.38701073802076,15.864303262904286,24.458331394009292,1,1013601f-9dd2-442c-a310-f0de88d298c3,5,True,False,N/A,N/A,False,7.827485824935138,0.756234030937776,N/A,N/A,14.45900418004021,722,9.231106378138065e-05,0.06840336206369102
166a587a-897a-4afd-a9c8-095663871f9a,['G((hmaster0 & hbusreq2) -> X(!(hbusreq2)))'],67.04319571284577,15.864313571015373,51.30703544593416,1,1013601f-9dd2-442c-a310-f0de88d298c3,3,True,False,N/A,N/A,False,10.262050268938765,0.6504225870594382,N/A,N/A,14.014375420985743,722,9.546801447868347e-05,0.05571793997660279
573936a7-3806-496e-ad17-c0215fac9411,['G(F(!(hmaster0 & hbusreq2) & !(hbusreq2 & !hmaster1) & !(!hmaster1 & hbusreq2)))'],95.07710820902139,15.86431958898902,68.12631712597795,1,1013601f-9dd2-442c-a310-f0de88d298c3,4,True,False,N/A,N/A,False,0.2075820949394256,0.8692745498847216,N/A,N/A,24.09792141802609,1054,8.656596764922142e-05,0.062157830921933055
8e04f925-c6f1-47d3-8c98-89cf0b213555,['G((!hmaster1 & hbusreq2) -> X(!(hbusreq2)))'],111.40996504598297,15.864324702881277,95.99217852088623,1,1013601f-9dd2-442c-a310-f0de88d298c3,4,True,False,N/A,N/A,False,0.2827963412273675,0.6256021950393915,N/A,N/A,13.90615434688516,722,8.587702177464962e-05,0.06186959194019437
316fa91a-d81d-470d-b452-d4c58b22a84f,"['G((hbusreq1) -> X(!(hready & hbusreq1)))', 'G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))']",112.48592962604016,40.3844345479738,112.37906272197142,2,3bda6063-3e2b-4f70-b8bf-4c56782f0afb,0,True,True,True,False,True,0.26189578394405544,0.7001901820767671,0.040588520001620054,0.0647096149623394,N/A,N/A,N/A,N/A
f889981a-b61c-4db1-8374-ab9f9a51873b,"['G((!hburst0 & !hburst1) -> X(!(hbusreq1 & hready)))', 'G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))']",147.47259109583683,40.38445292599499,113.05526256584562,2,3bda6063-3e2b-4f70-b8bf-4c56782f0afb,6,True,False,N/A,N/A,False,0.21315990597940981,0.34875034098513424,N/A,N/A,32.88255190802738,1298,9.844801388680935e-05,0.07412430713884532
d98ad945-20c6-4f72-b38a-3d38f56c8427,"['G((hbusreq1 & hgrant1 & hready) -> X(!(hbusreq1)))', 'G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))']",176.0686806468293,40.38446071092039,147.97753205988556,2,3bda6063-3e2b-4f70-b8bf-4c56782f0afb,6,True,False,N/A,N/A,False,0.13117608311586082,0.36666439403779805,N/A,N/A,26.630782441003248,1474,9.827106259763241e-05,0.07916918210685253
7d488690-b445-4ecd-bd94-3040f9905945,"['G(!(hready & hbusreq1))', 'G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))']",208.60735472105443,40.384467381983995,208.39526117197238,2,3bda6063-3e2b-4f70-b8bf-4c56782f0afb,0,True,True,True,False,True,0.19849539105780423,32.121199258835986,0.15163137996569276,0.05761905596591532,N/A,N/A,N/A,N/A
e7b2d58c-d393-4dba-b8f6-1dd6b77847fc,"['G((hbusreq2 & !hmaster1) -> X(!(hbusreq2)))', 'G((hgrant1 & hlocked & hready & hmaster1) -> X(!(!hburst0 & !hburst1)))']",240.88301101489924,40.38447254803032,209.45584876602516,2,3bda6063-3e2b-4f70-b8bf-4c56782f0afb,2,True,False,N/A,N/A,False,0.09485238487832248,0.7457876310218126,N/A,N/A,29.623935642186552,1555,7.823598571121693e-05,0.07342331111431122
