Id,UniqueRefinement,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod
e4eee8ed-879e-4125-9250-ce0396559a39,[],0,0,0,N/A,3,False,N/A,N/A,False,0.3240739470347762,N/A,N/A,0.029261198826134205,5,0.00010317913256585598,0.04249139712192118
39f7603e-216a-43e7-8318-cc34554bb075,['G(!(c))'],0.08988186810165644,0.1105905210133642,1,e4eee8ed-879e-4125-9250-ce0396559a39,0,True,True,False,True,0.015080037992447615,0.0056915441527962685,0.005935567896813154,N/A,N/A,N/A,N/A
0f07f530-7735-4f42-8e0b-40ef42ea8743,['!(c)'],0.08990368410013616,0.1386706461198628,1,e4eee8ed-879e-4125-9250-ce0396559a39,2,False,N/A,N/A,False,0.010749914916232228,N/A,N/A,0.0099039098713547,7,6.770901381969452e-05,0.030268921982496977
d55f8c97-a739-41d1-b560-8d34036a82c4,['G(F(!(c)))'],0.08991530910134315,0.20336890895850956,1,e4eee8ed-879e-4125-9250-ce0396559a39,3,False,N/A,N/A,False,0.008878706023097038,N/A,N/A,0.012134592048823833,13,7.299310527741909e-05,0.034359293058514595
d4134da5-3159-4951-84e0-d246a228c971,"['!(c)', 'G(F(!(c)))']",0.188824427081272,0.2737348370719701,2,0f07f530-7735-4f42-8e0b-40ef42ea8743,1,False,N/A,N/A,False,0.009130962891504169,N/A,N/A,0.013059353921562433,15,9.253295138478279e-05,0.033205602085217834
116e0eb8-007e-44a0-829b-ab58456d57cf,"['!(c)', 'G((c) -> X(!(c)))']",0.1888380020391196,0.346606126986444,2,0f07f530-7735-4f42-8e0b-40ef42ea8743,1,False,N/A,N/A,False,0.01209517102688551,N/A,N/A,0.01808791304938495,15,7.176701910793781e-05,0.03624667809344828
8fa2792f-5f86-47e5-a4c9-b77f041082e9,"['G(!(c))', 'G(F(!(c)))']",0.25842710211873055,0.42978378012776375,2,d55f8c97-a739-41d1-b560-8d34036a82c4,0,True,True,False,True,0.012204083148390055,0.004813455045223236,0.0024791290052235126,N/A,N/A,N/A,N/A
b9ee3400-699a-4132-bb86-6e2e75015cda,"['G(F(!(c) & !(!v)))', 'G(F(!(c)))']",0.25844249804504216,0.4527816381305456,2,d55f8c97-a739-41d1-b560-8d34036a82c4,3,False,N/A,N/A,False,0.009889431996271014,N/A,N/A,0.017229957040399313,17,0.0001168721355497837,0.04182533104903996
0ef4eb95-fdb4-4708-9be3-efc8ca560d2c,"['G((!v) -> X(!(c)))', 'G(F(!(c)))']",0.25844903104007244,0.5553766931407154,2,d55f8c97-a739-41d1-b560-8d34036a82c4,0,True,True,True,True,0.027793518966063857,0.0032928348518908024,0.0020881639793515205,N/A,N/A,N/A,N/A
b243a29a-874e-4f3d-b496-740a0c12ce62,"['!(c)', 'G(!(c))', 'G(F(!(c)))']",0.32876345096156,0.5782096921466291,3,d4134da5-3159-4951-84e0-d246a228c971,0,True,True,False,True,0.010539714945480227,0.0025202420074492693,0.0020104460418224335,N/A,N/A,N/A,N/A
0d56d50c-2136-47c7-b512-3fea5eea3e92,"['!(c)', 'G(!(c))', 'G((c) -> X(!(c)))']",0.4119440340436995,0.5964373440947384,3,116e0eb8-007e-44a0-829b-ab58456d57cf,0,True,True,False,True,0.008031538920477033,0.0018450729548931122,0.001754256896674633,N/A,N/A,N/A,N/A
928613e6-5a8e-41b2-ac1b-46db375302b6,"['G(!(c))', 'G(F(!(c) & !(!v)))', 'G(F(!(c)))']",0.5220236009918153,0.6130624969955534,3,b9ee3400-699a-4132-bb86-6e2e75015cda,0,True,True,False,True,0.007621038006618619,0.0020144530571997166,0.002047841902822256,N/A,N/A,N/A,N/A
aa670b93-cbcb-4296-b5a3-e17e2fefcbc1,"['!(c)', 'G(F(!(c) & !(!v)))', 'G(F(!(c)))']",0.5220496540423483,0.6299459910951555,3,b9ee3400-699a-4132-bb86-6e2e75015cda,1,False,N/A,N/A,False,0.0072532170452177525,N/A,N/A,0.017240623012185097,27,6.827805191278458e-05,0.0321075648535043
83a96ec0-b7af-4ce1-8315-b1ab4f25eb33,"['G((!v) -> X(!(c)))', 'G(F(!(c) & !(!v)))', 'G(F(!(c)))']",0.5220610301475972,0.7006746570114046,3,b9ee3400-699a-4132-bb86-6e2e75015cda,0,True,True,True,True,0.007325812010094523,0.0015577629674226046,0.001447005895897746,N/A,N/A,N/A,N/A
753f88c1-4a10-495d-acbd-f18c91b2453e,"['!(c)', 'G(!(c))', 'G(F(!(c) & !(!v)))', 'G(F(!(c)))']",0.6879038179758936,0.7164033560547978,4,aa670b93-cbcb-4296-b5a3-e17e2fefcbc1,0,True,True,False,True,0.00731529900804162,0.0018935110419988632,0.001905607059597969,N/A,N/A,N/A,N/A
